SRR1298742.3056	IGHD3-22 28 2 
SRR1298742.3168	IGHD2-2 24 0 
SRR1298742.689	IGHD3-22 13 0 
SRR1298742.3197	IGHD6-13 13 0 
SRR1298742.5397	IGHD2-2 24 0 
SRR1298742.3386	IGHD6-13 13 0 
SRR1298742.8374	IGHD3-22 28 2 
SRR1298742.5811	IGHD6-13 13 0 
SRR1298742.6274	IGHD6-13 13 0 
SRR1298742.3803	IGHD3-22 28 2 
SRR1298742.2763	IGHD3-22 13 0 
SRR1298742.7146	IGHD3-22 21 1 
SRR1298742.9119	IGHD3-22 28 2 
SRR1298742.4072	IGHD2-2 24 0 
SRR1298742.6817	IGHD2-2 24 0 
SRR1298742.6424	IGHD3-22 28 2 
SRR1298742.3160	IGHD3-22 28 2 
SRR1298742.8557	IGHD6-13 13 0 
SRR1298742.6296	IGHD6-13 13 0 
SRR1298742.6186	IGHD3-22 28 2 
SRR1298742.1835	IGHD6-13 13 0 
SRR1298742.9260	IGHD2-2 24 0 
SRR1298742.7571	IGHD2-2 22 0 
SRR1298742.8176	IGHD2-2 24 0 
SRR1298742.7570	IGHD3-22 28 2 
SRR1298742.2836	IGHD6-13 13 0 
SRR1298742.4197	IGHD2-2 24 0 
SRR1298742.23	IGHD6-13 13 0 
SRR1298742.9402	IGHD3-22 28 2 
SRR1298742.5758	IGHD3-22 13 0 
SRR1298742.2140	IGHD6-13 13 0 
SRR1298742.5606	IGHD6-13 13 0 
SRR1298742.2857	IGHD3-22 16 0 
SRR1298742.6250	IGHD3-22 13 0 
SRR1298742.5324	IGHD2-2 24 0 
SRR1298742.5746	IGHD2-2 24 0 
SRR1298742.286	IGHD3-22 13 0 
SRR1298742.2970	IGHD6-13 13 0 
SRR1298742.7107	IGHD6-13 13 0 
SRR1298742.9146	IGHD3-22 16 0 
SRR1298742.2495	IGHD6-13 13 0 
SRR1298742.3985	IGHD2-2 24 0 
SRR1298742.5543	IGHD2-2 24 0 
SRR1298742.6648	IGHD2-2 24 0 
SRR1298742.7151	IGHD3-22 28 2 
SRR1298742.1041	IGHD6-13 13 0 
SRR1298742.3183	IGHD6-13 13 0 
SRR1298742.1595	IGHD3-22 28 2 
SRR1298742.7150	IGHD2-2 24 0 
SRR1298742.8112	IGHD6-13 13 0 
SRR1298742.3879	IGHD6-13 13 0 
SRR1298742.7637	IGHD2-2 24 0 
SRR1298742.8679	IGHD2-2 24 0 
SRR1298742.2721	IGHD6-13 13 0 
SRR1298742.2221	IGHD3-22 28 2 
SRR1298742.6056	IGHD2-2 24 0 
SRR1298742.5076	IGHD3-22 28 2 
SRR1298742.7706	IGHD3-22 13 0 
SRR1298742.13	IGHD3-22 13 0 
SRR1298742.3680	IGHD3-22 13 0 
SRR1298742.9122	IGHD3-22 13 0 
SRR1298742.966	IGHD6-13 13 0 
SRR1298742.2844	IGHD3-22 13 0 
SRR1298742.5687	IGHD6-13 13 0 
SRR1298742.4265	IGHD6-13 13 0 
SRR1298742.3882	IGHD2-2 22 0 
SRR1298742.7848	IGHD3-22 28 2 
SRR1298742.5523	IGHD2-2 24 0 
SRR1298742.2845	IGHD3-22 13 0 
SRR1298742.278	IGHD3-22 13 0 
SRR1298742.8372	IGHD3-22 28 2 
SRR1298742.7269	IGHD3-22 13 0 
SRR1298742.9091	IGHD2-2 24 0 
SRR1298742.7703	IGHD2-2 24 0 
SRR1298742.3610	IGHD3-22 13 0 
SRR1298742.3585	IGHD2-2 22 0 
SRR1298742.1605	IGHD6-13 13 0 
SRR1298742.6614	IGHD6-13 13 0 
SRR1298742.8914	IGHD2-2 24 0 
SRR1298742.8312	IGHD3-22 13 0 
SRR1298742.1497	IGHD3-22 13 0 
SRR1298742.9419	IGHD3-22 13 0 
SRR1298742.4287	IGHD2-2 24 0 
SRR1298742.7293	IGHD3-22 16 0 
SRR1298742.4187	IGHD6-13 13 0 
SRR1298742.1947	IGHD6-13 13 0 
SRR1298742.5814	IGHD6-13 13 0 
SRR1298742.7157	IGHD3-22 28 2 
SRR1298742.5925	IGHD3-22 28 2 
SRR1298742.5321	IGHD6-13 13 0 
SRR1298742.2533	IGHD3-22 13 0 
SRR1298742.359	IGHD3-22 13 0 
SRR1298742.5316	IGHD2-2 22 0 
SRR1298742.7726	IGHD2-2 24 0 
SRR1298742.7526	IGHD6-13 13 0 
SRR1298742.5808	IGHD3-22 28 2 
SRR1298742.1194	IGHD3-22 13 0 
SRR1298742.355	IGHD3-22 13 0 
SRR1298742.3404	IGHD1-20/1-7 15 0 
SRR1298742.6119	IGHD2-2 24 0 
SRR1298742.8446	IGHD3-22 28 2 
SRR1298742.8271	IGHD3-22 13 0 
SRR1298742.9010	IGHD2-2 24 0 
SRR1298742.1806	IGHD3-22 13 0 
SRR1298742.8720	IGHD3-22 24 2 
SRR1298742.8945	IGHD2-2 24 0 
SRR1298742.7161	IGHD3-22 16 0 
SRR1298742.1733	IGHD6-13 13 0 
SRR1298742.8944	IGHD1-1 17 0 IGHD1-20/1-7 17 1 
SRR1298742.7058	IGHD1-1 17 0 IGHD1-20/1-7 17 1 
SRR1298742.9142	IGHD2-2 24 0 
SRR1298742.3613	IGHD6-13 13 0 
SRR1298742.7059	IGHD3-22 28 2 
SRR1298742.661	IGHD6-13 13 0 
SRR1298742.866	IGHD6-13 13 0 
SRR1298742.5759	IGHD3-22 28 2 
SRR1298742.8647	IGHD2-2 24 0 
SRR1298742.9436	IGHD6-13 13 0 
SRR1298742.5656	IGHD3-22 28 2 
SRR1298742.8143	IGHD2-2 24 0 
SRR1298742.8026	IGHD3-22 28 2 
SRR1298742.3615	IGHD6-13 13 0 
SRR1298742.9051	IGHD2-2 24 0 
SRR1298742.3260	IGHD3-22 28 2 
SRR1298742.4085	IGHD6-13 13 0 
SRR1298742.1573	IGHD6-13 13 0 
SRR1298742.8415	IGHD2-2 24 0 
SRR1298742.464	IGHD3-22 13 0 
SRR1298742.6883	IGHD2-2 24 0 
SRR1298742.168	IGHD6-13 13 0 
SRR1298742.4437	IGHD2-2 24 0 
SRR1298742.1920	IGHD6-13 13 0 
SRR1298742.8056	IGHD2-2 24 0 
SRR1298742.2942	IGHD3-22 28 2 
SRR1298742.1755	IGHD3-22 28 2 
SRR1298742.3937	IGHD3-22 28 2 
SRR1298742.8082	IGHD2-2 24 1 
SRR1298742.1403	IGHD3-22 16 0 
SRR1298742.7224	IGHD3-22 28 2 
SRR1298742.8611	IGHD6-13 13 0 
SRR1298742.1997	IGHD3-22 13 0 
SRR1298742.4913	IGHD3-22 28 2 
SRR1298742.6387	IGHD3-22 28 2 
SRR1298742.6355	IGHD6-13 13 0 
SRR1298742.2268	IGHD6-13 13 0 
SRR1298742.383	IGHD6-13 13 0 
SRR1298742.4354	IGHD3-22 28 2 
SRR1298742.5609	IGHD3-22 13 0 
SRR1298742.3486	IGHD2-2 24 0 
SRR1298742.2313	IGHD2-2 24 0 
SRR1298742.7536	IGHD2-2 24 0 
SRR1298742.510	IGHD3-22 13 0 
SRR1298742.2173	IGHD6-13 13 0 
SRR1298742.1438	IGHD3-22 28 2 
SRR1298742.3295	IGHD2-2 22 0 
SRR1298742.1962	IGHD6-13 13 0 
SRR1298742.7681	IGHD1-1 17 0 IGHD1-20/1-7 17 1 
SRR1298742.3153	IGHD1-20/1-7 15 0 
SRR1298742.715	IGHD2-2 22 0 
SRR1298742.637	IGHD3-22 28 2 
SRR1298742.3230	IGHD2-2 24 0 
SRR1298742.2706	IGHD3-22 28 2 
SRR1298742.5220	IGHD3-22 28 2 
SRR1298742.4759	IGHD3-22 13 0 
SRR1298742.3173	IGHD2-2 24 0 
SRR1298742.4234	IGHD6-13 13 0 
SRR1298742.5159	IGHD3-22 13 0 
SRR1298742.96	IGHD3-22 13 0 
SRR1298742.8235	IGHD2-2 24 0 
SRR1298742.531	IGHD3-22 13 0 
SRR1298742.6517	IGHD3-22 28 2 
SRR1298742.6974	IGHD2-2 24 0 
SRR1298742.3662	IGHD3-22 13 0 
SRR1298742.76	IGHD2-15 18 1 
SRR1298742.7868	IGHD3-22 28 2 
SRR1298742.3331	IGHD3-22 13 0 
SRR1298742.9127	IGHD2-2 24 1 
SRR1298742.3596	IGHD1-1 17 0 IGHD1-20/1-7 17 1 
SRR1298742.8911	IGHD6-13 13 0 
SRR1298742.1744	IGHD6-13 13 0 
SRR1298742.9246	IGHD2-2 24 0 
SRR1298742.1726	IGHD6-13 13 0 
SRR1298742.7125	IGHD3-22 16 0 
SRR1298742.6571	IGHD3-22 28 2 
SRR1298742.5033	IGHD3-22 28 2 
SRR1298742.6784	IGHD2-2 24 0 
SRR1298742.945	IGHD6-13 13 0 
SRR1298742.2409	IGHD3-22 28 2 
SRR1298742.1254	IGHD6-13 13 0 
SRR1298742.7415	IGHD2-2 24 0 
SRR1298742.6697	IGHD3-22 26 2 
SRR1298742.5012	IGHD6-13 13 0 
SRR1298742.7488	IGHD6-13 13 0 
SRR1298742.7472	IGHD2-2 24 0 
SRR1298742.3672	IGHD3-22 28 2 
SRR1298742.8447	IGHD3-22 28 2 
SRR1298742.5537	IGHD6-13 13 0 
SRR1298742.8703	IGHD3-22 28 2 
SRR1298742.6092	IGHD2-2 24 0 
SRR1298742.947	IGHD6-13 13 0 
SRR1298742.4634	IGHD6-13 13 0 
SRR1298742.5005	IGHD6-13 13 0 
SRR1298742.6298	IGHD2-2 24 0 
SRR1298742.1556	IGHD2-2 24 0 
SRR1298742.5697	IGHD2-2 22 0 
SRR1298742.5654	IGHD6-13 13 0 
SRR1298742.1484	IGHD3-22 13 0 
SRR1298742.4116	IGHD6-13 13 0 
SRR1298742.3987	IGHD3-22 13 0 
SRR1298742.828	IGHD6-13 13 0 
SRR1298742.7463	IGHD1-1 17 0 IGHD1-20/1-7 17 1 
SRR1298742.5876	IGHD2-2 24 0 
SRR1298742.1634	IGHD6-13 13 0 
SRR1298742.4074	IGHD6-13 13 0 
SRR1298742.4982	IGHD6-13 13 0 
SRR1298742.5582	IGHD2-2 24 0 
SRR1298742.748	IGHD3-22 28 2 
SRR1298742.8437	IGHD6-13 13 0 
SRR1298742.7525	IGHD6-13 13 0 
SRR1298742.2528	IGHD3-22 28 2 
SRR1298742.3108	IGHD3-22 28 2 
SRR1298742.5163	IGHD6-13 13 0 
SRR1298742.2261	IGHD6-13 13 0 
SRR1298742.5848	IGHD3-22 28 2 
SRR1298742.8274	IGHD2-2 24 0 
SRR1298742.1522	IGHD6-13 13 0 
SRR1298742.1052	IGHD3-22 13 0 
SRR1298742.92	IGHD3-22 13 0 
SRR1298742.6952	IGHD2-2 24 0 
SRR1298742.6769	IGHD2-2 24 0 
SRR1298742.5580	IGHD3-22 13 0 
SRR1298742.3199	IGHD3-22 28 2 
SRR1298742.5130	IGHD3-22 28 2 
SRR1298742.7655	IGHD2-2 24 0 
SRR1298742.7960	IGHD3-22 28 2 
SRR1298742.2164	IGHD3-22 28 2 
SRR1298742.5910	IGHD6-13 13 0 
SRR1298742.7052	IGHD2-2 24 0 
SRR1298742.43	IGHD3-22 13 0 
SRR1298742.6508	IGHD3-22 13 0 
SRR1298742.8839	IGHD3-22 28 2 
SRR1298742.3341	IGHD3-22 13 0 
SRR1298742.8213	IGHD6-13 13 0 
SRR1298742.1509	IGHD3-22 28 2 
SRR1298742.7754	IGHD3-22 13 0 
SRR1298742.9422	IGHD3-22 13 0 
SRR1298742.5195	IGHD6-13 13 0 
SRR1298742.8031	IGHD3-22 13 0 
SRR1298742.292	IGHD3-22 13 0 
SRR1298742.7156	IGHD6-13 13 0 
SRR1298742.3661	IGHD6-13 13 0 
SRR1298742.954	IGHD2-2 22 0 
SRR1298742.5142	IGHD2-2 24 0 
SRR1298742.1070	IGHD1-1 17 0 IGHD1-20/1-7 17 1 
SRR1298742.6729	IGHD2-2 24 0 
SRR1298742.1596	IGHD3-22 28 2 
SRR1298742.3863	IGHD3-22 28 2 
SRR1298742.4827	IGHD3-22 13 0 
SRR1298742.7270	IGHD6-13 13 0 
SRR1298742.1189	IGHD6-13 13 0 
SRR1298742.6772	IGHD2-2 24 0 
SRR1298742.1725	IGHD6-13 13 0 
SRR1298742.7179	IGHD3-22 28 2 
SRR1298742.8371	IGHD3-22 28 2 
SRR1298742.9083	IGHD6-13 13 0 
SRR1298742.2807	IGHD6-13 13 0 
SRR1298742.3625	IGHD3-22 28 2 
SRR1298742.8402	IGHD2-2 24 0 
SRR1298742.4038	IGHD3-22 16 0 
SRR1298742.1819	IGHD6-13 13 0 
SRR1298742.1267	IGHD3-22 13 0 
SRR1298742.7048	IGHD2-2 24 0 
SRR1298742.4881	IGHD6-13 13 0 
SRR1298742.4056	IGHD3-22 28 2 
SRR1298742.3440	IGHD3-22 13 0 
SRR1298742.1976	IGHD6-13 13 0 
SRR1298742.7035	IGHD6-13 13 0 
SRR1298742.899	IGHD3-22 13 0 
SRR1298742.1793	IGHD3-22 25 2 
SRR1298742.843	IGHD2-2 22 0 
SRR1298742.4159	IGHD3-22 13 0 
SRR1298742.1165	IGHD3-22 28 2 
SRR1298742.5458	IGHD2-2 24 0 
SRR1298742.8794	IGHD3-22 28 2 
SRR1298742.6765	IGHD6-13 13 0 
SRR1298742.2484	IGHD6-13 13 0 
SRR1298742.1082	IGHD6-13 13 0 
SRR1298742.5610	IGHD3-22 13 0 
SRR1298742.3570	IGHD3-22 28 2 
SRR1298742.898	IGHD6-13 13 0 
SRR1298742.29	IGHD6-13 13 0 
SRR1298742.3561	IGHD3-22 13 0 
SRR1298742.7656	IGHD3-22 16 0 
SRR1298742.9443	IGHD2-2 24 0 
SRR1298742.7104	IGHD2-2 24 0 
SRR1298742.331	IGHD6-25 13 0 
SRR1298742.7128	IGHD3-22 28 2 
SRR1298742.5043	IGHD3-22 28 2 
SRR1298742.1971	IGHD2-2 24 0 
SRR1298742.9421	IGHD2-2 24 0 
SRR1298742.204	IGHD3-22 28 2 
SRR1298742.6428	IGHD1-1 17 0 IGHD1-20/1-7 17 1 
SRR1298742.3309	IGHD2-2 24 0 
SRR1298742.4709	IGHD2-2 22 0 
SRR1298742.5068	IGHD3-22 13 0 
SRR1298742.7615	IGHD2-2 24 0 
SRR1298742.4114	IGHD3-10 16 0 
SRR1298742.7505	IGHD3-22 13 0 
SRR1298742.5934	IGHD2-2 24 0 
SRR1298742.741	IGHD6-13 13 0 
SRR1298742.6356	IGHD6-13 13 0 
SRR1298742.2691	IGHD6-13 13 0 
SRR1298742.285	IGHD3-22 28 2 
SRR1298742.201	IGHD3-22 13 0 
SRR1298742.3171	IGHD3-22 28 2 
SRR1298742.7972	IGHD6-13 13 0 
SRR1298742.8547	IGHD2-2 24 0 
SRR1298742.7605	IGHD6-13 13 0 
SRR1298742.2984	IGHD6-13 13 0 
SRR1298742.5363	IGHD2-2 24 0 
SRR1298742.2821	IGHD2-2 24 0 
SRR1298742.8879	IGHD3-22 13 0 
SRR1298742.6914	IGHD2-2 22 0 
SRR1298742.2647	IGHD2-2 22 0 
SRR1298742.6888	IGHD3-22 21 1 
SRR1298742.295	IGHD6-13 13 0 
SRR1298742.3532	IGHD3-22 13 0 
SRR1298742.5315	IGHD2-2 24 0 
SRR1298742.1030	IGHD6-13 13 0 
SRR1298742.3382	IGHD6-13 13 0 
SRR1298742.1359	IGHD3-22 13 0 
SRR1298742.3408	IGHD3-22 28 2 
SRR1298742.5990	IGHD2-2 24 0 
SRR1298742.7455	IGHD3-22 28 2 
SRR1298742.8210	IGHD2-2 24 0 
SRR1298742.5826	IGHD3-22 13 0 
SRR1298742.2913	IGHD3-22 13 0 
SRR1298742.14	IGHD3-22 13 0 
SRR1298742.4389	IGHD6-13 13 0 
SRR1298742.7014	IGHD2-2 22 0 
SRR1298742.1025	IGHD3-22 13 0 
SRR1298742.3324	IGHD3-22 13 0 
SRR1298742.5410	IGHD3-22 13 0 
SRR1298742.3771	IGHD3-22 28 2 
SRR1298742.3240	IGHD2-2 24 0 
SRR1298742.219	IGHD3-22 28 2 
SRR1298742.7370	IGHD2-2 24 0 
SRR1298742.5459	IGHD6-13 13 0 
SRR1298742.402	IGHD3-22 28 2 
SRR1298742.1639	IGHD6-13 13 0 
SRR1298742.897	IGHD2-2 22 0 
SRR1298742.8932	IGHD2-2 24 0 
SRR1298742.7800	IGHD3-22 28 2 
SRR1298742.854	IGHD3-22 28 2 
SRR1298742.3075	IGHD3-22 28 2 
SRR1298742.1568	IGHD3-22 28 2 
WRITEDONEFLAG	
