SRR1298742.122	IGHG 27 0 
SRR1298742.7095	IGHG 27 0 
SRR1298742.5362	IGHM 113 0 
SRR1298742.5298	IGHG 29 0 
SRR1298742.1828	IGHG 27 0 
SRR1298742.2310	IGHG 29 0 
SRR1298742.1339	IGHG 27 0 
SRR1298742.2064	IGHG 27 0 
SRR1298742.6942	IGHM 113 0 
SRR1298742.6752	IGHG 29 0 
SRR1298742.2762	IGHM 113 0 
SRR1298742.7418	IGHG 27 0 
SRR1298742.5566	IGHM 113 0 
SRR1298742.5557	IGHG 27 0 
SRR1298742.2454	IGHG 27 0 
SRR1298742.8940	IGHM 113 0 
SRR1298742.4691	IGHM 113 0 
SRR1298742.7265	IGHG 27 0 
SRR1298742.1660	IGHG 27 0 
SRR1298742.8833	IGHM 113 0 
SRR1298742.58	IGHG 27 0 
SRR1298742.6007	IGHG 27 0 
SRR1298742.721	IGHG 27 0 
SRR1298742.6920	IGHG 29 0 
SRR1298742.6071	IGHG 29 0 
SRR1298742.7626	IGHG 27 0 
SRR1298742.9076	IGHG 27 0 
SRR1298742.7840	IGHM 113 0 
SRR1298742.2816	IGHG 27 0 
SRR1298742.8257	IGHM 113 0 
SRR1298742.289	IGHM 113 0 
SRR1298742.3696	IGHG 27 0 
SRR1298742.2779	IGHG 29 0 
SRR1298742.52	IGHG 29 0 
SRR1298742.5423	IGHM 113 0 
SRR1298742.5307	IGHG 27 0 
SRR1298742.461	IGHG 27 0 
SRR1298742.3071	IGHG 29 0 
SRR1298742.3413	IGHG 27 0 
SRR1298742.8138	IGHM 113 0 
SRR1298742.2649	IGHM 113 0 
SRR1298742.506	IGHG 27 0 
SRR1298742.7745	IGHG 27 0 
SRR1298742.6891	IGHM 113 0 
SRR1298742.3415	IGHG 27 0 
SRR1298742.2750	IGHG 29 0 
SRR1298742.5860	IGHG 27 0 
SRR1298742.6719	IGHG 27 0 
SRR1298742.3425	IGHG 27 0 
SRR1298742.1331	IGHG 29 0 
SRR1298742.7743	IGHG 27 0 
SRR1298742.133	IGHG 29 0 
SRR1298742.2362	IGHG 27 0 
SRR1298742.5585	IGHM 113 0 
SRR1298742.4292	IGHG 27 0 
SRR1298742.7375	IGHM 113 0 
SRR1298742.1600	IGHM 113 0 
SRR1298742.759	IGHM 113 0 
SRR1298742.8471	IGHM 113 0 
SRR1298742.2580	IGHG 27 0 
SRR1298742.2890	IGHG 27 0 
SRR1298742.8113	IGHG 27 0 
SRR1298742.2733	IGHG 29 0 
SRR1298742.4170	IGHG 27 0 
SRR1298742.1864	IGHG 27 0 
SRR1298742.4227	IGHG 27 0 
SRR1298742.5287	IGHG 27 0 
SRR1298742.9378	IGHM 113 0 
SRR1298742.4798	IGHG 27 0 
SRR1298742.6144	IGHG 27 0 
SRR1298742.2536	IGHG 27 0 
SRR1298742.8961	IGHM 113 0 
SRR1298742.773	IGHM 113 0 
SRR1298742.9289	IGHM 113 0 
SRR1298742.7051	IGHG 27 0 
SRR1298742.7717	IGHM 113 0 
SRR1298742.1750	IGHG 27 0 
SRR1298742.1552	IGHG 29 0 
SRR1298742.5692	IGHM 113 0 
SRR1298742.3400	IGHG 29 0 
SRR1298742.6779	IGHG 27 0 
SRR1298742.926	IGHG 27 0 
SRR1298742.5789	IGHM 113 0 
SRR1298742.8803	IGHM 113 0 
SRR1298742.7399	IGHM 113 0 
SRR1298742.8212	IGHM 113 0 
SRR1298742.8010	IGHM 113 0 
SRR1298742.7987	IGHG 29 0 
SRR1298742.5600	IGHG 27 0 
SRR1298742.676	IGHM 113 0 
SRR1298742.8510	IGHG 27 0 
SRR1298742.5931	IGHG 27 0 
SRR1298742.224	IGHG 29 0 
SRR1298742.848	IGHG 27 0 
SRR1298742.5217	IGHG 27 0 
SRR1298742.1666	IGHG 27 0 
SRR1298742.9033	IGHG 25 0 
SRR1298742.8800	IGHM 113 0 
SRR1298742.6604	IGHM 113 0 
SRR1298742.3515	IGHM 113 0 
SRR1298742.3361	IGHG 27 0 
SRR1298742.2392	IGHG 29 0 
SRR1298742.1620	IGHG 27 0 
SRR1298742.7992	IGHM 113 1 
SRR1298742.3984	IGHG 29 0 
SRR1298742.1593	IGHG 27 0 
SRR1298742.5774	IGHM 113 0 
SRR1298742.6501	IGHM 113 0 
SRR1298742.3995	IGHG 27 0 
SRR1298742.4793	IGHG 25 0 
SRR1298742.302	IGHG 27 0 
SRR1298742.9117	IGHM 113 0 
SRR1298742.6411	IGHM 113 0 
SRR1298742.5733	IGHG 29 0 
SRR1298742.4239	IGHM 113 0 
SRR1298742.7515	IGHM 113 0 
SRR1298742.7044	IGHG 29 0 
SRR1298742.6753	IGHG 27 0 
SRR1298742.2630	IGHG 27 0 
SRR1298742.8951	IGHG 27 0 
SRR1298742.7587	IGHM 113 0 
SRR1298742.6982	IGHG 29 0 
SRR1298742.5277	IGHG 27 0 
SRR1298742.1398	IGHG 29 0 
SRR1298742.384	IGHG 27 0 
SRR1298742.3504	IGHM 113 0 
SRR1298742.2589	IGHM 113 0 
SRR1298742.5194	IGHG 27 0 
SRR1298742.319	IGHG 27 0 
SRR1298742.2312	IGHG 29 0 
SRR1298742.4439	IGHM 114 0 
SRR1298742.7901	IGHG 27 0 
SRR1298742.104	IGHG 27 0 
SRR1298742.102	IGHG 29 0 
SRR1298742.7341	IGHG 29 0 
SRR1298742.6059	IGHM 113 1 
SRR1298742.1972	IGHG 29 0 
SRR1298742.3058	IGHG 27 0 
SRR1298742.2213	IGHG 29 0 
SRR1298742.3405	IGHG 29 0 
SRR1298742.3858	IGHM 113 0 
SRR1298742.2611	IGHG 27 0 
SRR1298742.8810	IGHG 27 0 
SRR1298742.8163	IGHM 113 0 
SRR1298742.2769	IGHM 113 0 
SRR1298742.2590	IGHG 29 0 
SRR1298742.8130	IGHG 29 0 
SRR1298742.5632	IGHM 113 0 
SRR1298742.2852	IGHG 29 0 
SRR1298742.7075	IGHM 113 0 
SRR1298742.277	IGHG 27 0 
SRR1298742.8277	IGHM 113 0 
SRR1298742.4526	IGHG 27 0 
SRR1298742.5874	IGHM 113 0 
SRR1298742.211	IGHG 29 0 
SRR1298742.3971	IGHG 27 0 
SRR1298742.8818	IGHG 27 0 
SRR1298742.620	IGHG 29 0 
SRR1298742.622	IGHG 27 0 
SRR1298742.5102	IGHG 27 0 
SRR1298742.3393	IGHG 29 0 
SRR1298742.1459	IGHG 27 0 
SRR1298742.5512	IGHM 113 0 
SRR1298742.1427	IGHG 27 0 
SRR1298742.305	IGHG 27 0 
SRR1298742.1467	IGHG 29 0 
SRR1298742.3129	IGHG 27 0 
SRR1298742.3904	IGHG 29 0 
SRR1298742.7889	IGHM 113 0 
SRR1298742.6099	IGHM 113 0 
SRR1298742.8976	IGHM 113 1 
SRR1298742.9261	IGHM 113 0 
SRR1298742.2296	IGHG 26 0 
SRR1298742.8068	IGHG 29 0 
SRR1298742.883	IGHG 27 0 
SRR1298742.1118	IGHG 27 0 
SRR1298742.7139	IGHG 27 0 
SRR1298742.3962	IGHG 29 0 
SRR1298742.5187	IGHM 113 0 
SRR1298742.7454	IGHM 113 0 
SRR1298742.6761	IGHM 113 0 
SRR1298742.8268	IGHG 26 0 
SRR1298742.387	IGHG 26 0 
SRR1298742.5016	IGHG 27 0 
SRR1298742.7106	IGHG 29 0 
SRR1298742.5722	IGHG 26 0 
SRR1298742.7467	IGHG 28 0 
SRR1298742.4961	IGHG 29 0 
SRR1298742.2617	IGHG 29 0 
SRR1298742.4272	IGHG 27 0 
SRR1298742.3340	IGHG 27 0 
SRR1298742.956	IGHG 29 1 
SRR1298742.8963	IGHG 27 0 
SRR1298742.4548	IGHG 27 0 
SRR1298742.5105	IGHM 113 0 
SRR1298742.6189	IGHG 27 0 
SRR1298742.9373	IGHG 29 0 
SRR1298742.240	IGHG 26 0 
SRR1298742.6561	IGHM 113 0 
SRR1298742.5700	IGHG 27 0 
SRR1298742.2964	IGHG 27 0 
SRR1298742.7306	IGHM 113 0 
SRR1298742.4671	IGHM 114 0 
SRR1298742.1842	IGHM 113 0 
SRR1298742.8032	IGHM 113 0 
SRR1298742.3119	IGHG 27 0 
SRR1298742.6168	IGHM 113 0 
SRR1298742.3124	IGHM 113 1 
SRR1298742.638	IGHM 113 0 
SRR1298742.4993	IGHG 27 0 
SRR1298742.8121	IGHG 27 0 
SRR1298742.2740	IGHG 27 0 
SRR1298742.7598	IGHG 27 0 
SRR1298742.2125	IGHM 113 0 
SRR1298742.5077	IGHM 113 1 
SRR1298742.7249	IGHG 27 0 
SRR1298742.9395	IGHM 113 0 
SRR1298742.4363	IGHG 29 0 
SRR1298742.8375	IGHG 27 0 
SRR1298742.4391	IGHM 113 0 
SRR1298742.2724	IGHG 27 0 
SRR1298742.2995	IGHM 113 0 
SRR1298742.8652	IGHM 113 0 
SRR1298742.3265	IGHM 113 0 
SRR1298742.5112	IGHM 113 0 
SRR1298742.826	IGHG 27 0 
SRR1298742.3514	IGHG 29 0 
SRR1298742.5372	IGHM 113 0 
SRR1298742.4592	IGHG 29 0 
SRR1298742.4708	IGHG 27 0 
SRR1298742.4474	IGHM 113 1 
SRR1298742.6417	IGHM 113 0 
SRR1298742.7762	IGHG 27 0 
SRR1298742.8727	IGHM 113 0 
SRR1298742.7232	IGHM 113 0 
SRR1298742.5955	IGHM 113 0 
SRR1298742.114	IGHG 27 0 
SRR1298742.551	IGHG 29 0 
SRR1298742.6238	IGHG 27 0 
SRR1298742.3374	IGHG 27 0 
SRR1298742.263	IGHG 26 0 
SRR1298742.6489	IGHM 113 0 
SRR1298742.196	IGHG 27 0 
SRR1298742.7838	IGHG 27 0 
SRR1298742.6971	IGHM 113 1 
SRR1298742.4750	IGHM 113 0 
SRR1298742.1871	IGHM 113 0 
SRR1298742.6566	IGHM 113 0 
SRR1298742.7586	IGHM 113 1 
SRR1298742.8467	IGHM 113 1 
SRR1298742.2116	IGHM 113 0 
SRR1298742.1812	IGHM 113 0 
SRR1298742.667	IGHG 29 0 
SRR1298742.6289	IGHG 27 0 
SRR1298742.4052	IGHM 113 0 
SRR1298742.6328	IGHM 113 0 
SRR1298742.324	IGHG 27 0 
SRR1298742.2757	IGHG 29 0 
SRR1298742.6670	IGHM 113 1 
SRR1298742.662	IGHG 27 0 
SRR1298742.6382	IGHM 113 0 
SRR1298742.1879	IGHM 113 1 
SRR1298742.9286	IGHG 27 0 
SRR1298742.565	IGHG 27 0 
SRR1298742.7231	IGHG 29 0 
SRR1298742.2642	IGHM 113 0 
SRR1298742.526	IGHG 29 0 
SRR1298742.5912	IGHM 113 0 
SRR1298742.106	IGHG 29 0 
SRR1298742.5081	IGHM 113 0 
SRR1298742.5634	IGHG 29 0 
SRR1298742.9003	IGHG 27 0 
SRR1298742.8631	IGHG 27 0 
SRR1298742.7211	IGHM 113 1 
SRR1298742.3649	IGHG 27 0 
SRR1298742.4701	IGHG 27 0 
SRR1298742.9274	IGHG 29 0 
SRR1298742.1060	IGHG 27 0 
SRR1298742.4039	IGHG 28 0 
SRR1298742.3791	IGHG 29 0 
SRR1298742.7575	IGHG 27 0 
SRR1298742.1202	IGHM 113 0 
SRR1298742.4058	IGHM 113 0 
SRR1298742.2475	IGHG 28 0 
SRR1298742.6131	IGHM 113 0 
SRR1298742.5276	IGHM 113 0 
SRR1298742.1360	IGHG 27 0 
SRR1298742.2673	IGHG 27 0 
SRR1298742.1314	IGHM 113 0 
SRR1298742.3823	IGHM 113 0 
SRR1298742.4799	IGHG 27 0 
SRR1298742.5530	IGHM 113 0 
SRR1298742.6190	IGHM 113 0 
SRR1298742.7267	IGHM 113 0 
SRR1298742.6101	IGHG 29 0 
SRR1298742.3014	IGHG 27 0 
SRR1298742.127	IGHG 27 0 
SRR1298742.9441	IGHG 27 0 
SRR1298742.6108	IGHG 27 0 
SRR1298742.1275	IGHG 29 0 
SRR1298742.6415	IGHG 27 0 
SRR1298742.7663	IGHM 113 0 
SRR1298742.9229	IGHM 113 1 
SRR1298742.1110	IGHG 27 0 
SRR1298742.2736	IGHG 27 0 
SRR1298742.411	IGHG 29 0 
SRR1298742.881	IGHG 27 0 
SRR1298742.3249	IGHG 27 0 
SRR1298742.1524	IGHG 29 0 
SRR1298742.3184	IGHM 113 1 
SRR1298742.4936	IGHG 27 0 
SRR1298742.1999	IGHG 27 0 
SRR1298742.7498	IGHM 113 0 
SRR1298742.1221	IGHG 27 0 
SRR1298742.1970	IGHG 29 0 
SRR1298742.3817	IGHG 27 0 
SRR1298742.9318	IGHM 113 0 
SRR1298742.174	IGHG 27 0 
SRR1298742.7841	IGHM 113 0 
SRR1298742.1571	IGHM 113 0 
SRR1298742.5291	IGHG 29 0 
SRR1298742.5635	IGHM 113 0 
SRR1298742.5156	IGHM 113 0 
SRR1298742.4712	IGHM 113 2 
SRR1298742.7661	IGHG 29 0 
SRR1298742.8290	IGHM 113 1 
SRR1298742.5831	IGHM 113 0 
SRR1298742.8265	IGHG 29 0 
SRR1298742.4095	IGHG 29 0 
SRR1298742.4685	IGHM 113 0 
SRR1298742.8678	IGHM 113 0 
SRR1298742.1539	IGHG 27 0 
SRR1298742.7483	IGHG 29 0 
SRR1298742.3770	IGHG 27 0 
SRR1298742.1565	IGHM 113 0 
SRR1298742.9304	IGHG 27 0 
SRR1298742.2965	IGHG 29 0 
SRR1298742.4698	IGHG 27 0 
SRR1298742.3641	IGHM 113 0 
SRR1298742.6684	IGHG 29 0 
SRR1298742.3687	IGHG 20 0 
SRR1298742.5054	IGHG 27 0 
SRR1298742.1711	IGHM 113 0 
SRR1298742.6677	IGHM 113 0 
SRR1298742.7636	IGHG 27 0 
SRR1298742.1703	IGHG 29 0 
SRR1298742.1281	IGHG 29 0 
SRR1298742.9303	IGHM 113 0 
SRR1298742.1618	IGHG 29 0 
SRR1298742.8172	IGHM 114 1 
SRR1298742.1911	IGHG 27 0 
SRR1298742.7174	IGHM 113 0 
SRR1298742.3667	IGHM 113 0 
SRR1298742.5681	IGHG 27 0 
SRR1298742.1083	IGHG 29 0 
SRR1298742.4598	IGHM 113 0 
SRR1298742.7545	IGHM 113 0 
SRR1298742.3930	IGHM 113 0 
SRR1298742.9338	IGHM 113 0 
SRR1298742.3507	IGHG 29 0 
SRR1298742.6080	IGHM 113 0 
SRR1298742.1382	IGHG 27 0 
SRR1298742.7236	IGHM 113 1 
SRR1298742.7682	IGHM 113 0 
SRR1298742.5031	IGHM 113 2 
SRR1298742.9199	IGHM 113 0 
SRR1298742.8174	IGHG 27 0 
SRR1298742.4553	IGHG 27 0 
SRR1298742.1475	IGHG 25 0 
SRR1298742.6997	IGHM 113 0 
SRR1298742.2214	IGHG 26 0 
SRR1298742.717	IGHG 27 0 
SRR1298742.2486	IGHG 27 0 
SRR1298742.6461	IGHG 27 0 
SRR1298742.2971	IGHG 26 0 
SRR1298742.1458	IGHG 27 0 
SRR1298742.1758	IGHG 27 0 
SRR1298742.6756	IGHG 27 0 
SRR1298742.587	IGHG 29 0 
SRR1298742.2377	IGHG 29 0 
SRR1298742.681	IGHG 29 0 
SRR1298742.8227	IGHG 29 0 
SRR1298742.121	IGHG 27 0 
SRR1298742.1987	IGHG 29 0 
SRR1298742.3580	IGHM 113 0 
SRR1298742.2403	IGHG 29 0 
SRR1298742.4536	IGHG 27 0 
SRR1298742.1155	IGHG 27 0 
SRR1298742.1188	IGHG 29 0 
SRR1298742.4406	IGHM 113 0 
SRR1298742.288	IGHG 27 0 
SRR1298742.5545	IGHG 27 0 
SRR1298742.6696	IGHG 27 0 
SRR1298742.1335	IGHG 27 0 
SRR1298742.7542	IGHG 27 0 
SRR1298742.6529	IGHG 27 0 
SRR1298742.4146	IGHM 113 0 
SRR1298742.9273	IGHG 27 0 
SRR1298742.5382	IGHM 113 0 
SRR1298742.8156	IGHM 113 1 
SRR1298742.8781	IGHM 113 0 
SRR1298742.5711	IGHG 29 0 
SRR1298742.78	IGHG 29 0 
SRR1298742.508	IGHG 28 0 
SRR1298742.2022	IGHM 113 0 
SRR1298742.3370	IGHM 113 0 
SRR1298742.8759	IGHG 27 0 
SRR1298742.3122	IGHM 114 1 
SRR1298742.6770	IGHM 113 0 
SRR1298742.7445	IGHG 27 0 
SRR1298742.8359	IGHG 27 0 
SRR1298742.3162	IGHG 27 0 
SRR1298742.437	IGHG 27 0 
SRR1298742.7387	IGHG 27 0 
SRR1298742.1407	IGHM 113 0 
SRR1298742.7403	IGHM 113 1 
SRR1298742.4693	IGHM 113 0 
SRR1298742.7321	IGHG 27 0 
SRR1298742.8688	IGHM 113 0 
SRR1298742.6766	IGHG 29 0 
SRR1298742.8846	IGHG 27 1 
SRR1298742.1347	IGHG 27 0 
SRR1298742.4519	IGHM 113 0 
SRR1298742.4019	IGHM 113 0 
SRR1298742.6127	IGHG 27 0 
SRR1298742.1422	IGHG 28 0 
SRR1298742.6434	IGHG 27 0 
SRR1298742.696	IGHG 27 0 
SRR1298742.5839	IGHM 113 0 
SRR1298742.1730	IGHG 29 0 
SRR1298742.1322	IGHG 27 0 
SRR1298742.5835	IGHM 113 0 
SRR1298742.8831	IGHM 113 0 
SRR1298742.1540	IGHG 27 0 
SRR1298742.8412	IGHG 27 0 
SRR1298742.1679	IGHG 27 0 
SRR1298742.1270	IGHG 29 0 
SRR1298742.1370	IGHM 114 0 
SRR1298742.7650	IGHM 113 1 
SRR1298742.7407	IGHM 113 0 
SRR1298742.5677	IGHM 113 0 
SRR1298742.8962	IGHG 27 0 
SRR1298742.9118	IGHM 113 0 
SRR1298742.5975	IGHM 113 0 
SRR1298742.630	IGHG 27 0 
SRR1298742.7362	IGHM 113 1 
SRR1298742.9015	IGHG 29 0 
SRR1298742.900	IGHM 113 0 
SRR1298742.3836	IGHG 29 0 
SRR1298742.6984	IGHG 29 0 
SRR1298742.6479	IGHM 113 0 
SRR1298742.8711	IGHG 29 0 
SRR1298742.1016	IGHG 27 0 
SRR1298742.6959	IGHG 27 0 
SRR1298742.129	IGHG 27 0 
SRR1298742.3888	IGHG 27 0 
SRR1298742.5640	IGHG 29 0 
SRR1298742.9429	IGHM 113 0 
SRR1298742.9080	IGHM 114 0 
SRR1298742.4595	IGHM 113 0 
SRR1298742.4238	IGHG 29 0 
SRR1298742.3915	IGHM 113 0 
SRR1298742.6034	IGHM 113 0 
SRR1298742.6026	IGHM 113 0 
SRR1298742.7764	IGHM 113 0 
SRR1298742.8443	IGHM 113 0 
SRR1298742.5120	IGHG 29 0 
SRR1298742.8478	IGHM 113 0 
SRR1298742.9189	IGHM 113 0 
SRR1298742.2059	IGHG 27 0 
SRR1298742.8729	IGHG 29 0 
SRR1298742.9313	IGHG 29 0 
SRR1298742.2541	IGHG 26 0 
SRR1298742.5932	IGHM 113 1 
SRR1298742.3579	IGHG 29 0 
SRR1298742.5218	IGHG 29 0 
SRR1298742.8657	IGHG 27 0 
SRR1298742.864	IGHG 27 0 
SRR1298742.9299	IGHG 29 0 
SRR1298742.250	IGHG 27 0 
SRR1298742.2264	IGHG 29 0 
SRR1298742.1632	IGHM 113 0 
SRR1298742.2477	IGHG 27 0 
SRR1298742.4767	IGHG 27 0 
SRR1298742.1186	IGHG 27 0 
SRR1298742.3605	IGHG 29 0 
SRR1298742.7063	IGHM 113 0 
SRR1298742.303	IGHG 27 0 
SRR1298742.1312	IGHG 29 0 
SRR1298742.9196	IGHG 29 0 
SRR1298742.6664	IGHM 113 0 
SRR1298742.3435	IGHM 113 0 
SRR1298742.1602	IGHG 29 0 
SRR1298742.8869	IGHG 27 0 
SRR1298742.3403	IGHG 29 0 
SRR1298742.1883	IGHG 29 0 
SRR1298742.2582	IGHM 113 0 
SRR1298742.5097	IGHG 29 0 
SRR1298742.5864	IGHG 27 0 
SRR1298742.7881	IGHM 113 0 
SRR1298742.3916	IGHG 27 0 
SRR1298742.1440	IGHG 27 0 
SRR1298742.3337	IGHM 113 0 
SRR1298742.3592	IGHM 113 0 
SRR1298742.7083	IGHM 113 0 
SRR1298742.5434	IGHG 27 0 
SRR1298742.9368	IGHM 113 0 
SRR1298742.5563	IGHG 27 0 
SRR1298742.315	IGHG 27 0 
SRR1298742.5243	IGHM 113 0 
SRR1298742.2233	IGHG 27 0 
SRR1298742.8424	IGHM 113 0 
SRR1298742.8619	IGHM 113 0 
SRR1298742.625	IGHG 27 0 
SRR1298742.7744	IGHG 26 0 
SRR1298742.5420	IGHG 29 0 
SRR1298742.5001	IGHM 113 0 
SRR1298742.7355	IGHG 27 0 
SRR1298742.8731	IGHM 113 1 
SRR1298742.8586	IGHG 27 0 
SRR1298742.3727	IGHG 27 0 
SRR1298742.8556	IGHM 113 0 
SRR1298742.8568	IGHG 27 0 
SRR1298742.5917	IGHG 27 0 
SRR1298742.3786	IGHG 27 0 
SRR1298742.1213	IGHM 113 0 
SRR1298742.4317	IGHG 27 0 
SRR1298742.2959	IGHM 114 0 
SRR1298742.6203	IGHM 113 0 
SRR1298742.6044	IGHG 27 0 
SRR1298742.2571	IGHM 113 1 
SRR1298742.2471	IGHM 113 0 
SRR1298742.1527	IGHG 27 0 
SRR1298742.9344	IGHG 28 0 
SRR1298742.8676	IGHG 29 0 
SRR1298742.6443	IGHG 29 0 
SRR1298742.4353	IGHG 27 0 
SRR1298742.8459	IGHM 113 0 
SRR1298742.5152	IGHM 113 0 
SRR1298742.6114	IGHG 19 0 
SRR1298742.1387	IGHG 27 0 
SRR1298742.8523	IGHM 113 1 
SRR1298742.3208	IGHG 27 0 
SRR1298742.6436	IGHG 27 0 
SRR1298742.5231	IGHG 27 0 
SRR1298742.7731	IGHM 113 0 
SRR1298742.3862	IGHG 27 0 
SRR1298742.2186	IGHG 26 0 
SRR1298742.2742	IGHM 113 0 
SRR1298742.3451	IGHG 27 0 
SRR1298742.833	IGHM 110 0 
SRR1298742.3037	IGHG 29 0 
SRR1298742.3788	IGHG 27 0 
SRR1298742.6188	IGHM 113 0 
SRR1298742.4674	IGHG 27 0 
SRR1298742.7381	IGHM 113 1 
SRR1298742.4251	IGHM 113 0 
SRR1298742.5939	IGHM 113 0 
SRR1298742.8981	IGHG 29 0 
SRR1298742.7910	IGHM 113 1 
SRR1298742.3699	IGHM 113 0 
SRR1298742.1352	IGHG 27 0 
SRR1298742.4138	IGHM 113 0 
SRR1298742.1752	IGHG 27 0 
SRR1298742.3360	IGHG 29 0 
SRR1298742.8522	IGHG 27 0 
SRR1298742.6785	IGHG 27 0 
SRR1298742.8579	IGHM 113 0 
SRR1298742.7093	IGHM 113 0 
SRR1298742.8702	IGHM 113 0 
SRR1298742.991	IGHM 113 0 
SRR1298742.7291	IGHG 29 0 
SRR1298742.6826	IGHG 29 0 
SRR1298742.5405	IGHM 113 0 
SRR1298742.5513	IGHM 113 0 
SRR1298742.7878	IGHM 113 0 
SRR1298742.8105	IGHM 113 0 
SRR1298742.8500	IGHG 27 0 
SRR1298742.6558	IGHG 27 0 
SRR1298742.5359	IGHG 27 0 
SRR1298742.8225	IGHG 27 0 
SRR1298742.1065	IGHG 29 0 
SRR1298742.7670	IGHM 113 0 
SRR1298742.2925	IGHM 114 4 
SRR1298742.8552	IGHG 27 0 
SRR1298742.2492	IGHG 27 0 
SRR1298742.178	IGHG 27 0 
SRR1298742.1643	IGHM 113 0 
SRR1298742.978	IGHG 27 0 
SRR1298742.6326	IGHG 29 0 
SRR1298742.2278	IGHG 27 0 
SRR1298742.5529	IGHM 113 0 
SRR1298742.1489	IGHM 113 0 
SRR1298742.5477	IGHG 27 0 
SRR1298742.1473	IGHG 27 0 
SRR1298742.472	IGHG 27 0 
SRR1298742.2367	IGHG 29 0 
SRR1298742.7996	IGHG 29 0 
SRR1298742.4673	IGHM 113 0 
SRR1298742.3965	IGHG 29 0 
SRR1298742.6170	IGHG 29 0 
SRR1298742.1201	IGHG 27 0 
SRR1298742.7869	IGHM 113 1 
SRR1298742.673	IGHG 27 0 
SRR1298742.1870	IGHG 29 0 
SRR1298742.2474	IGHG 29 0 
SRR1298742.5840	IGHM 113 0 
SRR1298742.5286	IGHG 27 0 
SRR1298742.4716	IGHG 27 0 
SRR1298742.3658	IGHM 113 0 
SRR1298742.7651	IGHM 113 0 
SRR1298742.8751	IGHG 27 0 
SRR1298742.17	IGHG 29 0 
SRR1298742.6591	IGHM 113 2 
SRR1298742.8111	IGHM 113 0 
SRR1298742.5149	IGHM 113 0 
SRR1298742.2524	IGHG 27 0 
SRR1298742.3229	IGHG 27 0 
SRR1298742.6663	IGHG 29 0 
SRR1298742.4858	IGHG 29 0 
SRR1298742.655	IGHG 29 0 
SRR1298742.8936	IGHM 113 0 
SRR1298742.7500	IGHM 113 0 
SRR1298742.7664	IGHG 27 0 
SRR1298742.7304	IGHG 29 0 
SRR1298742.7903	IGHM 113 0 
SRR1298742.6053	IGHM 113 0 
SRR1298742.8658	IGHM 113 1 
SRR1298742.5221	IGHM 113 0 
SRR1298742.4322	IGHG 29 0 
SRR1298742.2371	IGHG 27 0 
SRR1298742.2359	IGHG 27 0 
SRR1298742.4925	IGHG 27 0 
SRR1298742.7688	IGHM 113 0 
SRR1298742.1132	IGHG 27 0 
SRR1298742.7462	IGHG 27 0 
SRR1298742.9322	IGHG 27 0 
SRR1298742.8581	IGHG 27 0 
SRR1298742.8326	IGHG 29 0 
SRR1298742.5353	IGHG 29 0 
SRR1298742.1297	IGHG 29 0 
SRR1298742.1244	IGHG 27 0 
SRR1298742.8211	IGHM 113 0 
SRR1298742.4648	IGHG 27 0 
SRR1298742.7349	IGHM 113 0 
SRR1298742.800	IGHG 27 0 
SRR1298742.3242	IGHM 113 1 
SRR1298742.5856	IGHG 27 0 
SRR1298742.6976	IGHM 113 0 
SRR1298742.3347	IGHM 113 0 
SRR1298742.4120	IGHM 113 0 
SRR1298742.7599	IGHM 113 0 
SRR1298742.5261	IGHM 113 1 
SRR1298742.8543	IGHM 113 0 
SRR1298742.5169	IGHG 27 0 
SRR1298742.5977	IGHG 27 0 
SRR1298742.2786	IGHG 27 0 
SRR1298742.1563	IGHG 27 0 
SRR1298742.5623	IGHG 29 0 
SRR1298742.2101	IGHM 113 0 
SRR1298742.2045	IGHM 113 0 
SRR1298742.2099	IGHG 27 0 
SRR1298742.932	IGHG 29 0 
SRR1298742.2996	IGHG 27 0 
SRR1298742.5161	IGHM 113 0 
SRR1298742.4781	IGHM 113 0 
SRR1298742.301	IGHG 27 0 
SRR1298742.7748	IGHM 113 0 
SRR1298742.1405	IGHM 113 0 
SRR1298742.5823	IGHG 29 0 
SRR1298742.5966	IGHG 27 0 
SRR1298742.1256	IGHG 27 0 
SRR1298742.6649	IGHG 29 0 
SRR1298742.7946	IGHG 27 0 
SRR1298742.4221	IGHG 29 0 
SRR1298742.4270	IGHG 27 0 
SRR1298742.2503	IGHM 113 0 
SRR1298742.3521	IGHG 27 0 
SRR1298742.5714	IGHG 27 0 
SRR1298742.137	IGHG 27 0 
SRR1298742.3869	IGHG 26 0 
SRR1298742.2053	IGHG 27 0 
SRR1298742.2563	IGHG 29 0 
SRR1298742.7112	IGHG 27 1 IGHE 29 2 IGHE 29 2 
SRR1298742.4276	IGHG 27 0 
SRR1298742.3011	IGHG 27 0 
SRR1298742.8314	IGHG 27 0 
SRR1298742.3583	IGHG 27 0 
SRR1298742.270	IGHG 29 0 
SRR1298742.5528	IGHG 26 0 
SRR1298742.2983	IGHG 27 0 
SRR1298742.2356	IGHG 27 0 
SRR1298742.3125	IGHG 29 0 
SRR1298742.1745	IGHG 29 0 
SRR1298742.5137	IGHG 29 0 
SRR1298742.3913	IGHG 27 0 
SRR1298742.7228	IGHM 107 0 
SRR1298742.507	IGHG 27 0 
SRR1298742.787	IGHM 113 3 
SRR1298742.7034	IGHG 29 0 
SRR1298742.3538	IGHG 26 0 
SRR1298742.9460	IGHM 113 1 
