SRR1298742.4027	IGHJ2 49 3 
SRR1298742.6289	IGHJ6 58 3 
SRR1298742.6328	IGHJ4 42 1 
SRR1298742.4052	IGHJ5 49 0 
SRR1298742.6670	IGHJ4 42 0 
SRR1298742.2757	IGHJ6 55 1 
SRR1298742.324	IGHJ5 49 0 
SRR1298742.565	IGHJ6 57 1 
SRR1298742.9286	IGHJ5 49 0 
SRR1298742.1879	IGHJ5 49 0 
SRR1298742.6382	IGHJ3 44 3 
SRR1298742.662	IGHJ6 58 3 
SRR1298742.2642	IGHJ3 44 3 
SRR1298742.7231	IGHJ6 47 1 
SRR1298742.526	IGHJ6 46 2 
SRR1298742.5955	IGHJ3 44 3 
SRR1298742.7232	IGHJ5 49 2 
SRR1298742.8727	IGHJ5 47 0 
SRR1298742.114	IGHJ6 46 1 
SRR1298742.6238	IGHJ6 46 1 
SRR1298742.551	IGHJ4 41 2 IGHJ5 40 3 
SRR1298742.263	IGHJ6 46 1 
SRR1298742.3374	IGHJ5 49 0 
SRR1298742.6489	IGHJ5 40 1 IGHJ4 40 2 IGHJ4 40 2 IGHJ4 40 3 
SRR1298742.7838	IGHJ6 46 1 
SRR1298742.196	IGHJ5 49 0 
SRR1298742.6971	IGHJ3 49 0 
SRR1298742.6566	IGHJ3 44 3 
SRR1298742.1871	IGHJ3 42 3 
SRR1298742.4750	IGHJ4 42 0 
SRR1298742.7249	IGHJ6 46 1 
SRR1298742.9395	IGHJ5 40 1 IGHJ4 40 2 IGHJ4 40 2 IGHJ4 40 3 
SRR1298742.4391	IGHJ5 49 0 
SRR1298742.4363	IGHJ5 49 0 
SRR1298742.8375	IGHJ6 58 3 
SRR1298742.8652	IGHJ3 44 3 
SRR1298742.2995	IGHJ5 49 0 
SRR1298742.2724	IGHJ6 46 2 
SRR1298742.5112	IGHJ3 49 0 
SRR1298742.3265	IGHJ3 44 3 
SRR1298742.5372	IGHJ5 49 0 
SRR1298742.3514	IGHJ6 58 3 
SRR1298742.826	IGHJ6 46 1 
SRR1298742.4708	IGHJ6 46 1 
SRR1298742.4592	IGHJ6 46 2 
SRR1298742.4474	IGHJ6 41 1 
SRR1298742.7762	IGHJ6 46 1 
SRR1298742.6417	IGHJ3 44 3 
SRR1298742.8963	IGHJ3 47 1 
SRR1298742.956	IGHJ5 49 0 
SRR1298742.3340	IGHJ6 55 3 
SRR1298742.4272	IGHJ6 46 1 
SRR1298742.5105	IGHJ5 49 0 
SRR1298742.4548	IGHJ5 49 0 
SRR1298742.6561	IGHJ5 48 0 
SRR1298742.240	IGHJ6 46 1 
SRR1298742.9373	IGHJ6 46 1 
SRR1298742.6189	IGHJ5 49 0 
SRR1298742.8032	IGHJ5 49 0 
SRR1298742.1842	IGHJ5 49 0 
SRR1298742.4671	IGHJ4 44 0 
SRR1298742.7306	IGHJ5 45 0 
SRR1298742.5700	IGHJ6 46 2 
SRR1298742.2964	IGHJ6 47 1 
SRR1298742.3124	IGHJ6 41 1 
SRR1298742.6168	IGHJ5 49 0 
SRR1298742.3119	IGHJ6 46 1 
SRR1298742.7598	IGHJ6 55 1 
SRR1298742.2740	IGHJ6 57 1 
SRR1298742.638	IGHJ4 42 0 
SRR1298742.8121	IGHJ6 55 1 
SRR1298742.4993	IGHJ6 46 1 
SRR1298742.2125	IGHJ6 41 1 
SRR1298742.5077	IGHJ3 49 0 
SRR1298742.8976	IGHJ5 49 0 
SRR1298742.9261	IGHJ3 44 3 
SRR1298742.6099	IGHJ3 49 0 
SRR1298742.883	IGHJ6 57 1 
SRR1298742.8068	IGHJ6 46 1 
SRR1298742.2296	IGHJ2 49 3 
SRR1298742.7139	IGHJ4 41 1 
SRR1298742.1118	IGHJ6 46 1 
SRR1298742.5187	IGHJ3 44 3 
SRR1298742.3962	IGHJ6 46 1 
SRR1298742.5016	IGHJ4 41 1 
SRR1298742.7106	IGHJ6 46 1 
SRR1298742.387	IGHJ5 45 0 
SRR1298742.8268	IGHJ6 46 1 
SRR1298742.7454	IGHJ3 44 3 
SRR1298742.6761	IGHJ3 49 0 
SRR1298742.4961	IGHJ6 46 1 
SRR1298742.2617	IGHJ4 44 2 
SRR1298742.7467	IGHJ4 41 1 
SRR1298742.5722	IGHJ6 55 1 
SRR1298742.5102	IGHJ6 46 1 
SRR1298742.622	IGHJ6 46 1 
SRR1298742.620	IGHJ1 36 0 IGHJ4 38 1 
SRR1298742.3393	IGHJ5 49 0 
SRR1298742.1459	IGHJ6 55 2 
SRR1298742.1427	IGHJ6 46 1 
SRR1298742.5512	IGHJ5 49 0 
SRR1298742.305	IGHJ6 46 1 
SRR1298742.3129	IGHJ6 46 1 
SRR1298742.1467	IGHJ6 60 3 
SRR1298742.3904	IGHJ4 41 1 
SRR1298742.7889	IGHJ3 44 3 
SRR1298742.2611	IGHJ6 42 0 
SRR1298742.8810	IGHJ6 46 1 
SRR1298742.2769	IGHJ6 41 1 
SRR1298742.8163	IGHJ3 44 3 
SRR1298742.5632	IGHJ6 41 1 
SRR1298742.8130	IGHJ5 34 1 IGHJ4 34 1 IGHJ4 34 2 IGHJ1 34 2 IGHJ4 34 3 
SRR1298742.2590	IGHJ6 46 1 
SRR1298742.2852	IGHJ6 46 1 
SRR1298742.7075	IGHJ5 49 0 
SRR1298742.8277	IGHJ3 44 3 
SRR1298742.5874	IGHJ5 49 0 
SRR1298742.4526	IGHJ6 55 1 
SRR1298742.277	IGHJ6 59 4 
SRR1298742.3971	IGHJ6 58 3 
SRR1298742.8818	IGHJ6 46 1 
SRR1298742.211	IGHJ6 58 3 
SRR1298742.7901	IGHJ6 46 1 
SRR1298742.4439	IGHJ4 42 0 
SRR1298742.2312	IGHJ6 46 1 
SRR1298742.102	IGHJ2 49 3 
SRR1298742.104	IGHJ6 42 0 
SRR1298742.7341	IGHJ6 58 3 
SRR1298742.2213	IGHJ5 49 0 
SRR1298742.3058	IGHJ6 46 1 
SRR1298742.6059	IGHJ6 41 1 
SRR1298742.1972	IGHJ6 46 1 
SRR1298742.3405	IGHJ6 55 1 
SRR1298742.3858	IGHJ6 41 1 
SRR1298742.8951	IGHJ6 46 1 
SRR1298742.5277	IGHJ5 49 0 
SRR1298742.6982	IGHJ6 46 1 
SRR1298742.7587	IGHJ5 49 0 
SRR1298742.1398	IGHJ5 49 0 
SRR1298742.3504	IGHJ6 41 1 
SRR1298742.384	IGHJ6 58 4 
SRR1298742.5194	IGHJ6 55 1 
SRR1298742.2589	IGHJ3 49 0 
SRR1298742.319	IGHJ6 58 3 
SRR1298742.1666	IGHJ5 49 0 
SRR1298742.5217	IGHJ6 49 3 
SRR1298742.3361	IGHJ6 58 4 
SRR1298742.3515	IGHJ4 42 0 
SRR1298742.6604	IGHJ5 49 0 
SRR1298742.8800	IGHJ3 44 3 
SRR1298742.9033	IGHJ6 58 3 
SRR1298742.2392	IGHJ6 46 1 
SRR1298742.5774	IGHJ5 40 1 IGHJ4 40 2 IGHJ4 40 2 IGHJ4 40 3 
SRR1298742.1593	IGHJ6 58 3 
SRR1298742.3984	IGHJ4 47 2 
SRR1298742.7992	IGHJ5 49 0 
SRR1298742.1620	IGHJ5 34 2 IGHJ4 34 2 IGHJ4 34 3 IGHJ1 34 3 IGHJ4 34 4 
SRR1298742.6501	IGHJ5 48 1 
SRR1298742.302	IGHJ5 49 0 
SRR1298742.4793	IGHJ6 46 1 
SRR1298742.3995	IGHJ4 37 1 IGHJ1 36 1 
SRR1298742.6411	IGHJ3 44 3 
SRR1298742.9117	IGHJ6 41 2 
SRR1298742.2630	IGHJ6 46 1 
SRR1298742.7515	IGHJ5 49 0 
SRR1298742.7044	IGHJ6 46 1 
SRR1298742.4239	IGHJ6 41 1 
SRR1298742.6753	IGHJ6 58 1 
SRR1298742.5733	IGHJ5 49 0 
SRR1298742.3400	IGHJ5 49 0 
SRR1298742.5692	IGHJ6 41 1 
SRR1298742.1552	IGHJ6 46 1 
SRR1298742.6779	IGHJ5 34 1 IGHJ4 34 1 IGHJ4 34 2 IGHJ1 34 2 IGHJ4 34 3 
SRR1298742.8803	IGHJ3 44 3 
SRR1298742.5789	IGHJ6 41 1 
SRR1298742.926	IGHJ6 49 3 
SRR1298742.8212	IGHJ3 49 0 
SRR1298742.7399	IGHJ5 49 0 
SRR1298742.5600	IGHJ2 49 3 
SRR1298742.676	IGHJ6 41 1 
SRR1298742.8010	IGHJ3 44 3 
SRR1298742.7987	IGHJ6 58 3 
SRR1298742.5931	IGHJ5 49 0 
SRR1298742.8510	IGHJ6 46 1 
SRR1298742.848	IGHJ6 58 3 
SRR1298742.224	IGHJ6 46 1 
SRR1298742.2580	IGHJ6 46 1 
SRR1298742.8471	IGHJ6 41 1 
SRR1298742.8113	IGHJ6 46 1 
SRR1298742.2890	IGHJ5 49 0 
SRR1298742.1864	IGHJ6 46 1 
SRR1298742.4170	IGHJ6 46 1 
SRR1298742.2733	IGHJ5 34 1 IGHJ4 34 1 IGHJ4 34 2 IGHJ1 34 2 IGHJ4 34 3 
SRR1298742.4798	IGHJ6 55 1 
SRR1298742.9378	IGHJ5 49 0 
SRR1298742.4227	IGHJ6 46 1 
SRR1298742.5287	IGHJ6 55 1 
SRR1298742.8961	IGHJ5 49 0 
SRR1298742.2536	IGHJ6 55 1 
SRR1298742.6144	IGHJ2 49 3 
SRR1298742.9289	IGHJ5 49 0 
SRR1298742.773	IGHJ6 41 1 
SRR1298742.1750	IGHJ5 49 1 
SRR1298742.7051	IGHJ6 46 1 
SRR1298742.7717	IGHJ6 41 1 
SRR1298742.3425	IGHJ6 55 1 
SRR1298742.6719	IGHJ6 45 1 
SRR1298742.1331	IGHJ1 36 0 IGHJ4 38 1 
SRR1298742.7743	IGHJ5 49 0 
SRR1298742.2362	IGHJ6 46 1 
SRR1298742.133	IGHJ4 41 1 
SRR1298742.4292	IGHJ6 46 1 
SRR1298742.5585	IGHJ4 42 0 
SRR1298742.7375	IGHJ6 41 1 
SRR1298742.1600	IGHJ6 41 1 
SRR1298742.759	IGHJ3 44 3 
SRR1298742.9076	IGHJ6 46 1 
SRR1298742.289	IGHJ5 49 0 
SRR1298742.8257	IGHJ5 49 0 
SRR1298742.2816	IGHJ5 49 0 
SRR1298742.7840	IGHJ4 43 2 
SRR1298742.5423	IGHJ3 44 3 
SRR1298742.2779	IGHJ6 46 1 
SRR1298742.3696	IGHJ2 49 4 
SRR1298742.52	IGHJ5 49 0 
SRR1298742.8138	IGHJ6 41 1 
SRR1298742.3413	IGHJ6 46 1 
SRR1298742.3071	IGHJ6 46 1 
SRR1298742.461	IGHJ6 46 1 
SRR1298742.5307	IGHJ6 46 1 
SRR1298742.7745	IGHJ5 49 0 
SRR1298742.506	IGHJ5 49 0 
SRR1298742.2649	IGHJ5 49 0 
SRR1298742.5860	IGHJ6 58 3 
SRR1298742.3415	IGHJ6 55 1 
SRR1298742.2750	IGHJ6 58 3 
SRR1298742.6891	IGHJ4 42 0 
SRR1298742.5566	IGHJ5 38 0 
SRR1298742.2762	IGHJ3 44 3 
SRR1298742.7418	IGHJ6 46 1 
SRR1298742.5557	IGHJ4 37 1 
SRR1298742.2454	IGHJ6 57 1 
SRR1298742.7265	IGHJ4 41 1 
SRR1298742.8940	IGHJ5 49 0 
SRR1298742.4691	IGHJ4 42 0 
SRR1298742.8833	IGHJ6 41 1 
SRR1298742.1660	IGHJ6 58 4 
SRR1298742.6007	IGHJ6 58 3 
SRR1298742.58	IGHJ6 46 1 
SRR1298742.721	IGHJ6 42 0 
SRR1298742.7626	IGHJ6 55 1 
SRR1298742.6920	IGHJ6 46 1 
SRR1298742.6071	IGHJ5 49 0 
SRR1298742.1892	IGHJ6 55 0 
SRR1298742.8473	IGHJ5 34 1 IGHJ4 34 1 IGHJ4 34 2 IGHJ1 34 2 IGHJ4 34 3 
SRR1298742.3885	IGHJ6 46 1 
SRR1298742.6468	IGHJ6 58 3 
SRR1298742.3479	IGHJ6 57 1 
SRR1298742.1570	IGHJ6 46 1 
SRR1298742.4191	IGHJ6 58 4 
SRR1298742.7825	IGHJ6 41 1 
SRR1298742.7095	IGHJ6 58 3 
SRR1298742.6738	IGHJ6 46 1 
SRR1298742.5362	IGHJ6 41 1 
SRR1298742.2310	IGHJ6 46 1 
SRR1298742.1828	IGHJ6 46 1 
SRR1298742.5298	IGHJ5 49 1 
SRR1298742.1339	IGHJ6 55 1 
SRR1298742.6752	IGHJ6 55 1 
SRR1298742.6942	IGHJ4 42 0 
SRR1298742.2064	IGHJ6 46 2 
SRR1298742.2266	IGHJ6 41 1 
SRR1298742.458	IGHJ3 44 3 
SRR1298742.3156	IGHJ6 41 1 
SRR1298742.5086	IGHJ6 46 1 
SRR1298742.867	IGHJ6 46 1 
SRR1298742.7245	IGHJ6 41 1 
SRR1298742.7709	IGHJ4 42 0 
SRR1298742.5318	IGHJ6 58 3 
SRR1298742.2169	IGHJ6 55 1 
SRR1298742.9462	IGHJ4 42 0 
SRR1298742.9109	IGHJ5 34 1 IGHJ4 34 1 IGHJ4 34 2 IGHJ1 34 2 IGHJ4 34 3 
SRR1298742.3996	IGHJ5 34 1 IGHJ4 34 1 IGHJ4 34 2 IGHJ1 34 2 IGHJ4 34 3 
SRR1298742.7863	IGHJ6 46 1 
SRR1298742.9245	IGHJ4 46 2 
SRR1298742.7614	IGHJ6 55 1 
SRR1298742.4620	IGHJ5 49 0 
SRR1298742.4574	IGHJ6 46 1 
SRR1298742.5672	IGHJ6 41 1 
SRR1298742.1393	IGHJ6 46 1 
SRR1298742.2426	IGHJ4 44 2 
SRR1298742.6206	IGHJ5 49 0 
SRR1298742.6036	IGHJ5 49 0 
SRR1298742.8092	IGHJ5 47 1 
SRR1298742.8829	IGHJ4 46 2 
SRR1298742.9120	IGHJ3 44 3 
SRR1298742.9398	IGHJ6 54 1 
SRR1298742.2885	IGHJ6 46 1 
SRR1298742.4115	IGHJ5 49 0 
SRR1298742.838	IGHJ4 44 1 
SRR1298742.7398	IGHJ4 40 1 
SRR1298742.7659	IGHJ3 44 3 
SRR1298742.4045	IGHJ6 46 1 
SRR1298742.2683	IGHJ6 46 1 
SRR1298742.2856	IGHJ5 34 1 IGHJ4 34 1 IGHJ4 34 2 IGHJ1 34 2 IGHJ4 34 3 
SRR1298742.4922	IGHJ5 48 0 
SRR1298742.6266	IGHJ6 46 1 
SRR1298742.6031	IGHJ6 46 1 
SRR1298742.9173	IGHJ4 44 1 
SRR1298742.1199	IGHJ5 49 0 
SRR1298742.7200	IGHJ3 44 3 
SRR1298742.7737	IGHJ5 49 0 
SRR1298742.1680	IGHJ6 55 1 
SRR1298742.4222	IGHJ6 55 1 
SRR1298742.1177	IGHJ5 49 0 
SRR1298742.727	IGHJ5 49 0 
SRR1298742.2196	IGHJ6 46 1 
SRR1298742.1397	IGHJ6 46 1 
SRR1298742.8457	IGHJ6 47 1 
SRR1298742.7429	IGHJ5 49 0 
SRR1298742.1049	IGHJ5 49 0 
SRR1298742.1413	IGHJ6 46 1 
SRR1298742.855	IGHJ6 46 2 
SRR1298742.7175	IGHJ6 58 3 
SRR1298742.6433	IGHJ5 49 0 
SRR1298742.6078	IGHJ6 57 2 
SRR1298742.5766	IGHJ6 46 1 
SRR1298742.7317	IGHJ6 46 1 
SRR1298742.6088	IGHJ3 47 1 
SRR1298742.1071	IGHJ4 40 0 
SRR1298742.4123	IGHJ4 42 0 
SRR1298742.7624	IGHJ6 41 1 
SRR1298742.5598	IGHJ5 49 0 
SRR1298742.801	IGHJ6 46 1 
SRR1298742.5916	IGHJ6 41 1 
SRR1298742.3802	IGHJ6 46 1 
SRR1298742.3286	IGHJ6 55 1 
SRR1298742.6666	IGHJ6 56 3 
SRR1298742.448	IGHJ5 49 0 
SRR1298742.3806	IGHJ2 49 3 
SRR1298742.4769	IGHJ6 46 1 
SRR1298742.7225	IGHJ5 49 0 
SRR1298742.6016	IGHJ6 41 1 
SRR1298742.4719	IGHJ6 42 0 
SRR1298742.4508	IGHJ6 41 1 
SRR1298742.1113	IGHJ6 55 1 
SRR1298742.2764	IGHJ5 49 0 
SRR1298742.9235	IGHJ4 44 3 
SRR1298742.4533	IGHJ4 41 1 
SRR1298742.6975	IGHJ3 47 1 
SRR1298742.772	IGHJ6 58 3 
SRR1298742.1494	IGHJ5 49 0 
SRR1298742.6341	IGHJ5 49 0 
SRR1298742.5338	IGHJ3 49 1 
SRR1298742.570	IGHJ5 45 3 
SRR1298742.2154	IGHJ6 58 3 
SRR1298742.2399	IGHJ6 55 1 
SRR1298742.7777	IGHJ6 49 3 
SRR1298742.2523	IGHJ6 46 1 
SRR1298742.7333	IGHJ6 46 1 
SRR1298742.6081	IGHJ4 42 0 
SRR1298742.6285	IGHJ6 55 1 
SRR1298742.2238	IGHJ6 46 1 
SRR1298742.6513	IGHJ5 49 0 
SRR1298742.6941	IGHJ6 55 1 
SRR1298742.8830	IGHJ6 46 2 
SRR1298742.8321	IGHJ1 36 0 IGHJ4 38 1 
SRR1298742.9295	IGHJ5 49 0 
SRR1298742.248	IGHJ6 55 1 
SRR1298742.5628	IGHJ5 49 0 
SRR1298742.5290	IGHJ5 49 0 
SRR1298742.4101	IGHJ5 34 1 IGHJ4 34 1 IGHJ4 34 2 IGHJ1 34 2 IGHJ4 34 3 
SRR1298742.2648	IGHJ6 55 1 
SRR1298742.4814	IGHJ6 58 3 
SRR1298742.2605	IGHJ6 55 1 
SRR1298742.7591	IGHJ4 44 2 
SRR1298742.4917	IGHJ6 55 0 
SRR1298742.1993	IGHJ6 46 1 
SRR1298742.5778	IGHJ6 46 1 
SRR1298742.5131	IGHJ6 55 1 
SRR1298742.3121	IGHJ6 46 1 
SRR1298742.8796	IGHJ6 46 1 
SRR1298742.1119	IGHJ5 49 0 
SRR1298742.39	IGHJ6 55 0 
SRR1298742.6035	IGHJ4 41 1 
SRR1298742.300	IGHJ5 49 1 
SRR1298742.6048	IGHJ6 46 1 
SRR1298742.4011	IGHJ5 49 0 
SRR1298742.1000	IGHJ6 46 1 
SRR1298742.4400	IGHJ6 46 1 
SRR1298742.8507	IGHJ3 44 4 
SRR1298742.4834	IGHJ6 46 1 
SRR1298742.8750	IGHJ6 41 1 
SRR1298742.8712	IGHJ6 55 1 
SRR1298742.9271	IGHJ6 58 3 
SRR1298742.2097	IGHJ5 34 1 IGHJ4 34 1 IGHJ4 34 2 IGHJ1 34 2 IGHJ4 34 3 
SRR1298742.3050	IGHJ6 46 1 
SRR1298742.442	IGHJ6 58 3 
SRR1298742.8792	IGHJ6 41 1 
SRR1298742.1415	IGHJ6 46 1 
SRR1298742.8636	IGHJ3 49 0 
SRR1298742.4861	IGHJ5 49 0 
SRR1298742.8291	IGHJ6 41 1 
SRR1298742.952	IGHJ6 55 1 
SRR1298742.7750	IGHJ5 49 0 
SRR1298742.4702	IGHJ5 49 0 
SRR1298742.2130	IGHJ6 49 3 
SRR1298742.5476	IGHJ6 46 1 
SRR1298742.7090	IGHJ6 46 2 
SRR1298742.1779	IGHJ5 45 3 
SRR1298742.5543	IGHJ5 49 0 
SRR1298742.5736	IGHJ3 44 3 
SRR1298742.2494	IGHJ6 46 1 
SRR1298742.6250	IGHJ6 58 3 
SRR1298742.5606	IGHJ5 49 0 
SRR1298742.9402	IGHJ6 55 2 
SRR1298742.1736	IGHJ6 41 1 
SRR1298742.2721	IGHJ5 49 0 
SRR1298742.554	IGHJ6 46 1 
SRR1298742.5771	IGHJ6 46 1 
SRR1298742.3183	IGHJ5 49 0 
SRR1298742.4048	IGHJ6 41 1 
SRR1298742.5402	IGHJ5 34 1 IGHJ4 34 1 IGHJ4 34 2 IGHJ1 34 2 IGHJ4 34 3 
SRR1298742.5568	IGHJ6 46 2 
SRR1298742.2844	IGHJ6 58 3 
SRR1298742.4731	IGHJ3 44 3 
SRR1298742.3680	IGHJ6 58 3 
SRR1298742.6596	IGHJ6 41 1 
SRR1298742.5929	IGHJ2 49 3 
SRR1298742.1646	IGHJ6 56 3 
SRR1298742.8847	IGHJ5 40 1 IGHJ4 40 2 IGHJ4 40 2 IGHJ4 40 3 
SRR1298742.3895	IGHJ6 41 1 
SRR1298742.70	IGHJ6 46 1 
SRR1298742.1605	IGHJ5 49 0 
SRR1298742.4443	IGHJ3 49 0 
SRR1298742.1466	IGHJ6 55 4 
SRR1298742.7269	IGHJ6 58 3 
SRR1298742.6097	IGHJ3 44 3 
SRR1298742.4547	IGHJ6 46 1 
SRR1298742.611	IGHJ6 41 1 
SRR1298742.6869	IGHJ3 44 4 
SRR1298742.3529	IGHJ6 46 1 
SRR1298742.5808	IGHJ6 55 2 
SRR1298742.6957	IGHJ6 41 1 
SRR1298742.5783	IGHJ6 46 1 
SRR1298742.1512	IGHJ6 46 0 
SRR1298742.7915	IGHJ6 46 1 
SRR1298742.5069	IGHJ6 41 1 
SRR1298742.5316	IGHJ6 55 0 
SRR1298742.345	IGHJ6 46 1 
SRR1298742.2404	IGHJ6 47 1 
SRR1298742.7082	IGHJ6 46 1 
SRR1298742.8914	IGHJ5 49 1 
SRR1298742.7161	IGHJ6 57 1 
SRR1298742.8808	IGHJ5 40 1 IGHJ4 40 2 IGHJ4 40 2 IGHJ4 40 3 
SRR1298742.8945	IGHJ5 49 0 
SRR1298742.9234	IGHJ3 32 1 IGHJ6 31 1 IGHJ6 31 2 IGHJ6 31 2 IGHJ6 31 2 
SRR1298742.8720	IGHJ6 55 1 
SRR1298742.1222	IGHJ3 47 1 
SRR1298742.4732	IGHJ6 41 2 
SRR1298742.6061	IGHJ6 46 1 
SRR1298742.8647	IGHJ5 49 0 
SRR1298742.5993	IGHJ4 42 0 
SRR1298742.4183	IGHJ3 44 3 
SRR1298742.314	IGHJ6 56 3 
SRR1298742.5366	IGHJ6 46 2 
SRR1298742.8415	IGHJ5 49 0 
SRR1298742.6052	IGHJ6 41 1 
SRR1298742.3992	IGHJ6 46 1 
SRR1298742.8521	IGHJ3 44 3 
SRR1298742.4085	IGHJ5 49 0 
SRR1298742.1529	IGHJ6 47 3 
SRR1298742.9191	IGHJ6 41 1 
SRR1298742.3235	IGHJ4 47 3 
SRR1298742.4808	IGHJ4 43 3 
SRR1298742.391	IGHJ5 49 0 
SRR1298742.2643	IGHJ3 37 2 
SRR1298742.8673	IGHJ4 42 0 
SRR1298742.3559	IGHJ4 42 0 
SRR1298742.5762	IGHJ5 40 1 IGHJ4 40 2 IGHJ4 40 2 IGHJ4 40 3 
SRR1298742.8040	IGHJ5 49 0 
SRR1298742.1373	IGHJ5 49 0 
SRR1298742.3478	IGHJ5 34 1 IGHJ4 34 1 IGHJ4 34 2 IGHJ1 34 2 IGHJ4 34 3 
SRR1298742.3009	IGHJ6 58 3 
SRR1298742.2139	IGHJ6 58 3 
SRR1298742.6898	IGHJ6 46 1 
SRR1298742.6077	IGHJ6 46 1 
SRR1298742.8423	IGHJ6 41 1 
SRR1298742.6041	IGHJ6 46 1 
SRR1298742.4316	IGHJ6 46 1 
SRR1298742.1756	IGHJ6 55 1 
SRR1298742.5946	IGHJ6 55 1 
SRR1298742.8907	IGHJ6 41 1 
SRR1298742.4286	IGHJ5 49 1 
SRR1298742.8768	IGHJ5 49 0 
SRR1298742.3990	IGHJ4 44 1 
SRR1298742.9320	IGHJ6 41 1 
SRR1298742.6543	IGHJ6 41 1 
SRR1298742.6623	IGHJ6 49 1 
SRR1298742.1737	IGHJ3 49 0 
SRR1298742.6970	IGHJ5 49 0 
SRR1298742.6275	IGHJ4 44 1 
SRR1298742.5680	IGHJ6 46 1 
SRR1298742.768	IGHJ6 55 1 
SRR1298742.993	IGHJ6 46 1 
SRR1298742.1470	IGHJ4 44 2 
SRR1298742.1368	IGHJ6 46 1 
SRR1298742.1562	IGHJ3 44 3 
SRR1298742.3062	IGHJ6 58 3 
SRR1298742.835	IGHJ6 46 1 
SRR1298742.1898	IGHJ5 40 1 
SRR1298742.2397	IGHJ6 46 1 
SRR1298742.6314	IGHJ5 49 0 
SRR1298742.4387	IGHJ6 42 1 
SRR1298742.6733	IGHJ4 41 1 
SRR1298742.6472	IGHJ6 46 1 
SRR1298742.915	IGHJ2 49 3 
SRR1298742.2207	IGHJ6 41 2 
SRR1298742.562	IGHJ5 49 0 
SRR1298742.7477	IGHJ6 46 1 
SRR1298742.7031	IGHJ6 46 1 
SRR1298742.3147	IGHJ6 46 1 
SRR1298742.9139	IGHJ6 46 1 
SRR1298742.3679	IGHJ6 42 0 
SRR1298742.3464	IGHJ5 45 3 
SRR1298742.1383	IGHJ6 46 1 
SRR1298742.6476	IGHJ5 45 3 
SRR1298742.5144	IGHJ5 49 0 
SRR1298742.7022	IGHJ6 45 1 
SRR1298742.6274	IGHJ5 49 0 
SRR1298742.8374	IGHJ6 55 1 
SRR1298742.689	IGHJ6 58 3 
SRR1298742.6186	IGHJ6 55 1 
SRR1298742.2244	IGHJ4 41 1 
SRR1298742.2584	IGHJ6 46 1 
SRR1298742.9187	IGHJ6 49 3 
SRR1298742.8557	IGHJ5 49 0 
SRR1298742.258	IGHJ6 46 1 
SRR1298742.2210	IGHJ5 34 1 IGHJ4 34 1 IGHJ4 34 2 IGHJ1 34 2 IGHJ4 34 3 
SRR1298742.9058	IGHJ6 46 1 
SRR1298742.7974	IGHJ6 41 1 
SRR1298742.9119	IGHJ6 55 1 
SRR1298742.5936	IGHJ5 48 1 
SRR1298742.834	IGHJ5 34 1 IGHJ4 34 1 IGHJ4 34 2 IGHJ1 34 2 IGHJ4 34 3 
SRR1298742.8016	IGHJ5 45 3 
SRR1298742.3803	IGHJ6 55 1 
SRR1298742.7713	IGHJ6 41 2 
SRR1298742.1070	IGHJ4 40 1 
SRR1298742.8591	IGHJ6 41 1 
SRR1298742.6864	IGHJ6 46 1 
SRR1298742.3661	IGHJ5 49 0 
SRR1298742.2177	IGHJ1 36 0 IGHJ4 38 1 
SRR1298742.7156	IGHJ5 49 1 
SRR1298742.2468	IGHJ6 46 1 
SRR1298742.6231	IGHJ6 41 1 
SRR1298742.6717	IGHJ5 49 0 
SRR1298742.7038	IGHJ6 41 1 
SRR1298742.9422	IGHJ6 60 3 
SRR1298742.4390	IGHJ4 41 1 
SRR1298742.9005	IGHJ3 44 4 
SRR1298742.5216	IGHJ6 41 1 
SRR1298742.7261	IGHJ6 45 1 
SRR1298742.2807	IGHJ5 49 0 
SRR1298742.8371	IGHJ6 55 1 
SRR1298742.9090	IGHJ6 46 1 
SRR1298742.1725	IGHJ5 49 0 
SRR1298742.4167	IGHJ5 45 4 
SRR1298742.7270	IGHJ5 49 3 
SRR1298742.3440	IGHJ6 58 3 
SRR1298742.4056	IGHJ6 55 1 
SRR1298742.8957	IGHJ3 44 3 
SRR1298742.514	IGHJ5 45 3 
SRR1298742.4725	IGHJ6 46 1 
SRR1298742.434	IGHJ6 46 1 
SRR1298742.6866	IGHJ6 46 1 
SRR1298742.2484	IGHJ5 49 0 
SRR1298742.4233	IGHJ6 46 1 
SRR1298742.7951	IGHJ6 41 1 
SRR1298742.7465	IGHJ4 42 0 
SRR1298742.5934	IGHJ5 49 0 
SRR1298742.7615	IGHJ5 49 0 
SRR1298742.5068	IGHJ6 58 3 
SRR1298742.5765	IGHJ5 45 3 
SRR1298742.1971	IGHJ5 49 0 
SRR1298742.9240	IGHJ6 41 1 
SRR1298742.9443	IGHJ5 49 0 
SRR1298742.7656	IGHJ6 57 1 
SRR1298742.3576	IGHJ6 41 1 
SRR1298742.4735	IGHJ3 49 0 
SRR1298742.1928	IGHJ6 46 1 
SRR1298742.295	IGHJ5 49 0 
SRR1298742.6712	IGHJ6 41 1 
SRR1298742.2647	IGHJ6 55 0 
SRR1298742.1823	IGHJ4 44 1 
SRR1298742.5363	IGHJ5 49 0 
SRR1298742.6045	IGHJ6 41 1 
SRR1298742.1166	IGHJ6 46 1 
