SRR1298742.2575	IGHV1-2 295 14 
SRR1298742.7332	IGHV3-9 289 20 
SRR1298742.408	IGHV1-69 290 37 
SRR1298742.2235	IGHV1-2 292 16 
SRR1298742.8270	IGHV1-8 295 8 
SRR1298742.4629	IGHV1-2 292 19 
SRR1298742.5209	IGHV3-74 290 13 
SRR1298742.3256	IGHV6-1 302 7 
SRR1298742.3196	IGHV3-74 290 21 
SRR1298742.8789	IGHV1-2 292 16 
SRR1298742.790	IGHV4-34 288 16 
SRR1298742.5970	IGHV1-2 292 17 
SRR1298742.4582	IGHV1-2 285 15 
SRR1298742.10	IGHV1-2 292 16 
SRR1298742.5442	IGHV4-34 288 16 
SRR1298742.8935	IGHV6-1 304 8 
SRR1298742.8034	IGHV3-49 241 0 
SRR1298742.65	IGHV1-2 292 16 
SRR1298742.9333	IGHV3-49 275 0 
SRR1298742.2830	IGHV1-2 292 16 
SRR1298742.8487	IGHV1-46 296 14 
SRR1298742.6707	IGHV4-34 288 16 
SRR1298742.1729	IGHV4-34 288 6 
SRR1298742.279	IGHV1-46 296 11 
SRR1298742.879	IGHV1-8 295 8 
SRR1298742.4886	IGHV2-5 301 26 
SRR1298742.1478	IGHV4-34 288 22 
SRR1298742.2317	IGHV3-49 300 2 
SRR1298742.6049	IGHV3-74 290 21 
SRR1298742.784	IGHV1-46 296 12 
SRR1298742.1006	IGHV1-2 292 16 
SRR1298742.2708	IGHV6-1 304 2 
SRR1298742.3342	IGHV4-34 288 16 
SRR1298742.188	IGHV1-8 296 7 
SRR1298742.4762	IGHV1-2 292 16 
SRR1298742.7948	IGHV3-49 300 2 
SRR1298742.642	IGHV4-34 293 14 
SRR1298742.433	IGHV1-2 292 16 
SRR1298742.2516	IGHV1-2 289 16 
SRR1298742.6893	IGHV3-74 290 21 
SRR1298742.8355	IGHV6-1 304 0 
SRR1298742.7789	IGHV6-1 304 0 
SRR1298742.1477	IGHV1-8 295 8 
SRR1298742.3604	IGHV6-1 304 7 
SRR1298742.7394	IGHV6-1 305 10 
SRR1298742.7756	IGHV1-2 292 17 
SRR1298742.4527	IGHV1-46 296 11 
SRR1298742.924	IGHV1-2 292 16 
SRR1298742.2627	IGHV1-46 296 11 
SRR1298742.6652	IGHV1-2 292 17 
SRR1298742.751	IGHV1-2 292 16 
SRR1298742.7822	IGHV4-34 289 17 
SRR1298742.887	IGHV4-30-4/31 298 22 
SRR1298742.9407	IGHV6-1 304 8 
SRR1298742.6754	IGHV1-2 292 16 
SRR1298742.5224	IGHV1-8 295 9 
SRR1298742.6705	IGHV3-49 300 0 
SRR1298742.7419	IGHV1-8 295 8 
SRR1298742.6880	IGHV2-5 302 24 
SRR1298742.2304	IGHV1-8 268 8 
SRR1298742.7886	IGHV6-1 306 7 
SRR1298742.1944	IGHV3-9 298 29 
SRR1298742.4472	IGHV6-1 305 10 
SRR1298742.2534	IGHV1-2 292 17 
SRR1298742.81	IGHV1-46 296 11 
SRR1298742.7962	IGHV6-1 304 7 
SRR1298742.8593	IGHV3-49 301 0 
SRR1298742.1126	IGHV1-2 292 16 
SRR1298742.7519	IGHV1-2 292 17 
SRR1298742.6281	IGHV1-2 292 15 
SRR1298742.5048	IGHV1-8 295 8 
SRR1298742.712	IGHV6-1 304 7 
SRR1298742.6907	IGHV6-1 304 7 
SRR1298742.191	IGHV1-2 292 16 
SRR1298742.7073	IGHV6-1 304 7 
SRR1298742.737	IGHV4-34 288 16 
SRR1298742.8512	IGHV1-2 292 16 
SRR1298742.9350	IGHV1-8 295 7 
SRR1298742.5772	IGHV1-46 297 14 
SRR1298742.3182	IGHV1-46 296 11 
SRR1298742.2723	IGHV4-39 299 19 
SRR1298742.7420	IGHV3-49 300 0 
SRR1298742.5911	IGHV1-46 296 11 
SRR1298742.7735	IGHV1-2 292 17 
SRR1298742.8149	IGHV1-46 296 12 
SRR1298742.1856	IGHV4-34 289 15 
SRR1298742.7864	IGHV6-1 302 9 
SRR1298742.4126	IGHV1-8 295 7 
SRR1298742.6102	IGHV4-34 280 14 
SRR1298742.8996	IGHV1-2 292 18 
SRR1298742.595	IGHV1-2 292 17 
SRR1298742.6344	IGHV6-1 304 0 
SRR1298742.6721	IGHV3-74 290 21 
SRR1298742.5752	IGHV6-1 304 0 
SRR1298742.8209	IGHV3-49 300 2 
SRR1298742.31	IGHV4-34 293 14 
SRR1298742.8766	IGHV6-1 304 7 
SRR1298742.4906	IGHV6-1 304 8 
SRR1298742.1251	IGHV3-74 290 14 
SRR1298742.679	IGHV4-34 288 15 
SRR1298742.3397	IGHV4-34 288 16 
SRR1298742.7313	IGHV3-49 300 0 
SRR1298742.714	IGHV4-30-4/31 298 22 
SRR1298742.5773	IGHV1-2 292 17 
SRR1298742.1425	IGHV1-8 295 8 
SRR1298742.5624	IGHV1-2 292 17 
SRR1298742.6775	IGHV1-2 292 17 
SRR1298742.5241	IGHV4-34 290 29 
SRR1298742.5173	IGHV3-74 290 21 
SRR1298742.2291	IGHV6-1 304 7 
SRR1298742.4601	IGHV1-8 295 8 
SRR1298742.3709	IGHV6-1 304 9 
SRR1298742.6172	IGHV1-2 292 17 
SRR1298742.376	IGHV1-8 295 8 
SRR1298742.3953	IGHV6-1 304 7 
SRR1298742.7158	IGHV4-34 288 15 
SRR1298742.5678	IGHV4-39 294 12 IGHV4-59/61 294 13 
SRR1298742.1207	IGHV6-1 304 0 
SRR1298742.2439	IGHV3-49 300 0 
SRR1298742.7078	IGHV1-2 292 15 
SRR1298742.3567	IGHV1-2 292 18 
SRR1298742.3328	IGHV1-8 295 7 
SRR1298742.9165	IGHV1-8 295 7 
SRR1298742.3142	IGHV3-74 290 23 
SRR1298742.1029	IGHV1-2 292 17 
SRR1298742.8104	IGHV6-1 304 7 
SRR1298742.2443	IGHV4-34 290 16 
SRR1298742.1964	IGHV4-34 288 16 
SRR1298742.1958	IGHV1-2 292 17 
SRR1298742.7820	IGHV4-34 288 15 
SRR1298742.3288	IGHV1-2 292 17 
SRR1298742.6466	IGHV4-34 288 16 
SRR1298742.6224	IGHV1-46 294 11 
SRR1298742.452	IGHV1-2 288 16 
SRR1298742.6565	IGHV3-9 298 28 
SRR1298742.6676	IGHV3-49 301 0 
SRR1298742.2697	IGHV1-8 295 7 
SRR1298742.4544	IGHV3-74 290 21 
SRR1298742.3964	IGHV6-1 304 9 
SRR1298742.454	IGHV4-34 287 33 
SRR1298742.2145	IGHV1-2 292 16 
SRR1298742.8249	IGHV3-9 289 19 
SRR1298742.8602	IGHV1-2 291 16 
SRR1298742.7854	IGHV3-49 300 0 
SRR1298742.4346	IGHV6-1 302 7 
SRR1298742.4631	IGHV1-2 292 18 
SRR1298742.718	IGHV1-2 292 16 
SRR1298742.8379	IGHV4-59/61 291 11 
SRR1298742.2980	IGHV3-74 294 15 
SRR1298742.3935	IGHV4-34 288 15 
SRR1298742.1720	IGHV4-34 288 15 
SRR1298742.4824	IGHV1-2 292 15 
SRR1298742.7382	IGHV1-2 292 17 
SRR1298742.8541	IGHV4-34 288 15 
SRR1298742.5627	IGHV4-39 299 18 
SRR1298742.8299	IGHV1-2 292 16 
SRR1298742.3363	IGHV1-2 292 16 
SRR1298742.3608	IGHV1-2 292 16 
SRR1298742.1139	IGHV1-2 292 16 
SRR1298742.8542	IGHV3-74 291 13 
SRR1298742.720	IGHV4-34 293 14 
SRR1298742.2246	IGHV4-34 287 34 
SRR1298742.2113	IGHV1-2 292 16 
SRR1298742.4062	IGHV6-1 304 7 
SRR1298742.9247	IGHV3-74 290 21 
SRR1298742.6548	IGHV1-2 292 17 
SRR1298742.5047	IGHV6-1 304 7 
SRR1298742.3485	IGHV1-46 296 11 
SRR1298742.778	IGHV4-34 288 16 
SRR1298742.861	IGHV4-34 288 15 
SRR1298742.8350	IGHV1-2 292 16 
SRR1298742.9129	IGHV6-1 304 1 
SRR1298742.9162	IGHV3-74 291 21 
SRR1298742.2944	IGHV4-34 289 34 
SRR1298742.8294	IGHV1-2 292 17 
SRR1298742.5278	IGHV4-34 290 28 
SRR1298742.4143	IGHV1-8 295 9 
SRR1298742.5489	IGHV1-2 292 16 
SRR1298742.783	IGHV1-46 296 13 
SRR1298742.8733	IGHV2-5 302 26 
SRR1298742.812	IGHV4-34 288 17 
SRR1298742.8444	IGHV3-74 290 21 
SRR1298742.1252	IGHV1-2 292 17 
SRR1298742.4624	IGHV6-1 305 1 
SRR1298742.4498	IGHV1-2 292 16 
SRR1298742.6768	IGHV1-2 292 16 
SRR1298742.8651	IGHV3-74 291 22 
SRR1298742.4198	IGHV1-2 292 16 
SRR1298742.4245	IGHV6-1 304 7 
SRR1298742.7611	IGHV4-34 288 15 
SRR1298742.5658	IGHV1-2 292 17 
SRR1298742.1046	IGHV1-2 292 16 
SRR1298742.157	IGHV1-8 295 9 
SRR1298742.6177	IGHV6-1 305 2 
SRR1298742.1446	IGHV1-2 292 16 
SRR1298742.453	IGHV1-2 292 17 
SRR1298742.164	IGHV1-46 294 11 
SRR1298742.4416	IGHV1-2 292 16 
SRR1298742.5901	IGHV4-39 299 18 
SRR1298742.7229	IGHV4-34 288 16 
SRR1298742.4603	IGHV6-1 305 7 
SRR1298742.3158	IGHV1-2 292 16 
SRR1298742.6862	IGHV1-2 292 16 
SRR1298742.632	IGHV4-34 288 15 
SRR1298742.6791	IGHV6-1 305 8 
SRR1298742.5866	IGHV6-1 304 0 
SRR1298742.7923	IGHV6-1 304 6 
SRR1298742.228	IGHV1-8 297 7 
SRR1298742.4933	IGHV1-2 292 16 
SRR1298742.7451	IGHV6-1 301 7 
SRR1298742.7208	IGHV3-49 302 0 
SRR1298742.5083	IGHV1-2 292 16 
SRR1298742.1888	IGHV1-8 268 7 
SRR1298742.3302	IGHV1-8 295 8 
SRR1298742.839	IGHV4-34 288 15 
SRR1298742.3319	IGHV1-46 296 11 
SRR1298742.3634	IGHV1-2 292 16 
SRR1298742.4259	IGHV1-8 296 7 
SRR1298742.3022	IGHV1-2 292 16 
SRR1298742.297	IGHV6-1 304 9 
SRR1298742.5604	IGHV1-69 290 37 
SRR1298742.4525	IGHV1-2 292 16 
SRR1298742.443	IGHV1-2 292 17 
SRR1298742.2956	IGHV1-2 292 16 
SRR1298742.4427	IGHV3-74 290 22 
SRR1298742.7184	IGHV1-18 291 6 
SRR1298742.6685	IGHV1-2 295 0 
SRR1298742.7050	IGHV4-34 288 16 
SRR1298742.521	IGHV1-8 295 10 
SRR1298742.919	IGHV6-1 304 8 
SRR1298742.6271	IGHV1-2 292 17 
SRR1298742.5092	IGHV6-1 304 0 
SRR1298742.5299	IGHV3-49 300 1 
SRR1298742.5074	IGHV1-2 292 16 
SRR1298742.6856	IGHV3-49 300 1 
SRR1298742.4492	IGHV4-34 288 15 
SRR1298742.735	IGHV4-34 288 15 
SRR1298742.8021	IGHV3-7 298 10 
SRR1298742.6020	IGHV4-34 293 14 
SRR1298742.6650	IGHV4-30-4/31 299 22 
SRR1298742.7833	IGHV4-39 294 12 IGHV4-59/61 294 13 
SRR1298742.8497	IGHV1-46 296 11 
SRR1298742.6050	IGHV3-74 290 22 
SRR1298742.399	IGHV3-74 297 10 
SRR1298742.3691	IGHV1-2 292 16 
SRR1298742.4953	IGHV1-46 296 11 
SRR1298742.8882	IGHV4-39 299 20 
SRR1298742.9352	IGHV3-49 305 2 
SRR1298742.2827	IGHV4-59/61 298 14 
SRR1298742.1918	IGHV1-46 273 12 
SRR1298742.7802	IGHV3-74 290 21 
SRR1298742.2309	IGHV4-34 288 15 
SRR1298742.1419	IGHV1-46 296 11 
SRR1298742.8835	IGHV1-2 292 16 
SRR1298742.9125	IGHV4-39 299 18 
SRR1298742.6801	IGHV4-34 288 16 
SRR1298742.3695	IGHV6-1 307 8 
SRR1298742.5695	IGHV3-74 290 13 
SRR1298742.4225	IGHV1-2 292 15 
SRR1298742.2709	IGHV6-1 302 12 
SRR1298742.3599	IGHV2-5 299 10 
SRR1298742.8378	IGHV1-8 294 8 
SRR1298742.4722	IGHV3-74 294 12 
SRR1298742.1813	IGHV2-70 296 14 
SRR1298742.5071	IGHV3-49 298 2 
SRR1298742.1594	IGHV6-1 304 7 
SRR1298742.5199	IGHV3-49 302 0 
SRR1298742.636	IGHV1-2 292 16 
SRR1298742.7176	IGHV1-2 293 16 
SRR1298742.9354	IGHV3-49 280 0 
SRR1298742.742	IGHV1-2 292 15 
SRR1298742.5122	IGHV1-8 295 7 
SRR1298742.4863	IGHV3-74 290 22 
SRR1298742.2894	IGHV1-2 290 16 
SRR1298742.8362	IGHV1-2 292 17 
SRR1298742.3534	IGHV4-34 296 14 
SRR1298742.5309	IGHV3-9 298 28 
SRR1298742.9090	IGHV1-2 292 16 
SRR1298742.8371	IGHV1-46 296 11 
SRR1298742.1725	IGHV1-8 295 8 
SRR1298742.7270	IGHV1-8 295 8 
SRR1298742.4167	IGHV4-30-4/31 298 22 
SRR1298742.9005	IGHV3-74 290 22 
SRR1298742.5216	IGHV6-1 304 8 
SRR1298742.7261	IGHV1-2 292 16 
SRR1298742.2807	IGHV1-8 295 9 
SRR1298742.2468	IGHV1-2 292 16 
SRR1298742.6231	IGHV6-1 304 7 
SRR1298742.6717	IGHV1-8 295 7 
SRR1298742.4390	IGHV4-59/61 291 11 
SRR1298742.9422	IGHV4-34 288 16 
SRR1298742.7038	IGHV6-1 304 8 
SRR1298742.8591	IGHV6-1 304 8 
SRR1298742.6864	IGHV1-2 292 16 
SRR1298742.1070	IGHV1-18 295 3 
SRR1298742.7156	IGHV1-8 295 8 
SRR1298742.2177	IGHV1-2 292 19 
SRR1298742.3661	IGHV1-8 295 8 
SRR1298742.434	IGHV1-2 292 16 
SRR1298742.4725	IGHV1-2 292 17 
SRR1298742.6866	IGHV1-2 292 16 
SRR1298742.2484	IGHV1-8 295 8 
SRR1298742.8957	IGHV3-74 290 22 
SRR1298742.514	IGHV4-30-4/31 298 23 
SRR1298742.3440	IGHV4-34 288 15 
SRR1298742.4056	IGHV1-46 296 12 
SRR1298742.8193	IGHV6-1 302 8 
SRR1298742.460	IGHV1-2 292 16 
SRR1298742.6712	IGHV6-1 304 9 
SRR1298742.2647	IGHV1-18 291 6 
SRR1298742.1823	IGHV2-5 301 27 
SRR1298742.1928	IGHV1-2 292 17 
SRR1298742.4735	IGHV3-74 290 13 
SRR1298742.3576	IGHV6-1 304 7 
SRR1298742.295	IGHV1-8 296 7 
SRR1298742.6045	IGHV6-1 300 7 
SRR1298742.5363	IGHV3-49 300 1 
SRR1298742.1166	IGHV1-2 292 16 
SRR1298742.1971	IGHV3-49 300 1 
SRR1298742.9240	IGHV6-1 305 7 
SRR1298742.7656	IGHV3-30/33rn 295 21 
SRR1298742.9443	IGHV3-49 295 1 
SRR1298742.7465	IGHV6-1 306 1 
SRR1298742.4233	IGHV1-2 292 16 
SRR1298742.7951	IGHV6-1 304 8 
SRR1298742.5934	IGHV3-49 300 2 
SRR1298742.7615	IGHV3-49 300 0 
SRR1298742.5765	IGHV4-30-4/31 298 22 
SRR1298742.5068	IGHV4-34 288 15 
SRR1298742.5346	IGHV1-2 292 16 
SRR1298742.4065	IGHV1-2 292 16 
SRR1298742.6122	IGHV1-2 292 16 
SRR1298742.1025	IGHV4-34 288 15 
SRR1298742.3324	IGHV4-34 288 15 
SRR1298742.1030	IGHV1-8 295 7 
SRR1298742.3382	IGHV1-8 295 7 
SRR1298742.6572	IGHV6-1 304 8 
SRR1298742.5174	IGHV3-74 290 22 
SRR1298742.5315	IGHV3-49 301 2 
SRR1298742.4556	IGHV1-2 292 16 
SRR1298742.5717	IGHV1-2 292 16 
SRR1298742.5826	IGHV4-34 288 15 
SRR1298742.14	IGHV4-34 288 15 
SRR1298742.2631	IGHV6-1 304 7 
SRR1298742.1359	IGHV4-34 288 15 
SRR1298742.510	IGHV4-34 288 15 
SRR1298742.7536	IGHV3-49 300 0 
SRR1298742.7527	IGHV6-1 304 7 
SRR1298742.3153	IGHV3-73 299 2 
SRR1298742.6996	IGHV1-2 292 15 
SRR1298742.1962	IGHV1-8 295 7 
SRR1298742.1438	IGHV1-46 296 11 
SRR1298742.3632	IGHV1-2 292 17 
SRR1298742.6797	IGHV1-2 292 16 
SRR1298742.6315	IGHV6-1 304 7 
SRR1298742.4538	IGHV3-9 298 29 
SRR1298742.1755	IGHV1-46 296 11 
SRR1298742.2033	IGHV6-1 304 9 
SRR1298742.168	IGHV1-8 295 7 
SRR1298742.6883	IGHV3-49 300 0 
SRR1298742.6523	IGHV6-1 305 7 
SRR1298742.6406	IGHV6-1 304 7 
SRR1298742.2680	IGHV6-1 305 1 
SRR1298742.8611	IGHV1-8 295 7 
SRR1298742.2858	IGHV1-2 292 16 
SRR1298742.6474	IGHV3-74 290 21 
SRR1298742.2694	IGHV3-74 290 21 
SRR1298742.7220	IGHV6-1 304 7 
SRR1298742.3331	IGHV4-34 288 16 
SRR1298742.8911	IGHV1-8 295 8 
SRR1298742.7488	IGHV1-8 295 7 
SRR1298742.1375	IGHV2-5 295 10 
SRR1298742.7472	IGHV3-49 301 1 
SRR1298742.5784	IGHV6-1 304 7 
SRR1298742.7253	IGHV1-2 292 16 
SRR1298742.1502	IGHV4-39 302 19 
SRR1298742.4477	IGHV3-74 290 23 
SRR1298742.4932	IGHV3-9 290 18 
SRR1298742.1254	IGHV1-8 295 8 
SRR1298742.945	IGHV1-8 295 7 
SRR1298742.4096	IGHV6-1 304 7 
SRR1298742.7033	IGHV6-1 304 7 
SRR1298742.2479	IGHV1-2 292 17 
SRR1298742.5181	IGHV6-1 304 7 
SRR1298742.5159	IGHV4-34 288 16 
SRR1298742.5647	IGHV4-39 299 18 
SRR1298742.3993	IGHV1-2 292 16 
SRR1298742.4487	IGHV3-74 291 22 
SRR1298742.1634	IGHV1-8 295 8 
SRR1298742.5876	IGHV3-49 300 0 
SRR1298742.3987	IGHV4-34 288 16 
SRR1298742.8984	IGHV2-70 296 15 
SRR1298742.3968	IGHV4-34 287 34 
SRR1298742.1852	IGHV5-51 295 11 
SRR1298742.6759	IGHV6-1 304 7 
SRR1298742.7942	IGHV1-2 292 17 
SRR1298742.7133	IGHV1-2 293 16 
SRR1298742.7597	IGHV1-2 292 16 
SRR1298742.5304	IGHV6-1 305 0 
SRR1298742.7922	IGHV3-74 290 21 
SRR1298742.3258	IGHV3-74 290 21 
SRR1298742.1556	IGHV3-49 300 0 
SRR1298742.3794	IGHV1-2 293 17 
SRR1298742.7052	IGHV3-49 300 0 
SRR1298742.7893	IGHV1-2 189 10 
SRR1298742.5065	IGHV1-2 292 17 
SRR1298742.7061	IGHV1-2 292 16 
SRR1298742.5910	IGHV1-8 295 7 
SRR1298742.7960	IGHV1-46 296 11 
SRR1298742.1642	IGHV6-1 305 7 
SRR1298742.6269	IGHV1-2 292 16 
SRR1298742.5088	IGHV4-39 299 19 
SRR1298742.1462	IGHV1-2 292 17 
SRR1298742.2907	IGHV1-2 292 16 
SRR1298742.1952	IGHV1-69 290 38 
SRR1298742.2693	IGHV1-2 293 16 
SRR1298742.8839	IGHV1-46 296 11 
SRR1298742.6714	IGHV4-34 293 15 
SRR1298742.6508	IGHV4-34 288 15 
SRR1298742.5163	IGHV1-8 295 8 
SRR1298742.8301	IGHV3-9 290 18 
SRR1298742.9192	IGHV1-2 295 18 
SRR1298742.3108	IGHV1-46 296 13 
SRR1298742.8933	IGHV3-74 290 21 
SRR1298742.8145	IGHV1-2 292 16 
SRR1298742.2592	IGHV1-2 292 16 
SRR1298742.5657	IGHV6-1 305 7 
SRR1298742.6952	IGHV3-49 300 0 
SRR1298742.880	IGHV1-2 292 16 
SRR1298742.8821	IGHV1-2 292 16 
SRR1298742.1903	IGHV1-2 292 15 
SRR1298742.8797	IGHV1-2 292 19 
SRR1298742.92	IGHV4-34 288 15 
SRR1298742.8274	IGHV3-49 300 0 
SRR1298742.554	IGHV1-2 292 15 
SRR1298742.5771	IGHV1-2 285 16 
SRR1298742.3183	IGHV1-8 295 7 
SRR1298742.4048	IGHV6-1 304 7 
SRR1298742.1736	IGHV6-1 304 7 
SRR1298742.2721	IGHV1-8 295 7 
SRR1298742.5606	IGHV1-8 295 8 
SRR1298742.9402	IGHV1-46 297 11 
SRR1298742.5543	IGHV3-49 300 0 
SRR1298742.5736	IGHV3-74 290 21 
SRR1298742.2494	IGHV1-2 292 16 
SRR1298742.6250	IGHV4-34 288 15 
SRR1298742.7269	IGHV4-34 288 16 
SRR1298742.6097	IGHV3-74 290 22 
SRR1298742.4547	IGHV1-2 292 17 
SRR1298742.6869	IGHV3-74 290 21 
SRR1298742.3529	IGHV1-2 292 16 
SRR1298742.611	IGHV6-1 304 10 
SRR1298742.4443	IGHV3-74 290 13 
SRR1298742.1605	IGHV1-8 295 7 
SRR1298742.1466	IGHV4-34 288 17 
SRR1298742.2844	IGHV4-34 288 15 
SRR1298742.3680	IGHV4-34 288 15 
SRR1298742.4731	IGHV3-74 290 22 
SRR1298742.3895	IGHV6-1 304 7 
SRR1298742.8847	IGHV6-1 304 7 
SRR1298742.70	IGHV1-2 292 16 
SRR1298742.1646	IGHV4-34 288 21 
SRR1298742.5929	IGHV4-39 294 14 IGHV4-59/61 294 14 IGHV4-59/61 294 15 
SRR1298742.6596	IGHV6-1 304 7 
SRR1298742.5402	IGHV4-39 299 19 
SRR1298742.5568	IGHV1-2 293 18 
SRR1298742.4732	IGHV6-1 305 8 
SRR1298742.6061	IGHV1-2 292 17 
SRR1298742.7161	IGHV3-30/33rn 296 19 
SRR1298742.9234	IGHV3-74 291 20 
SRR1298742.8720	IGHV1-46 296 11 
SRR1298742.8945	IGHV3-49 301 0 
SRR1298742.8808	IGHV6-1 302 8 
SRR1298742.1222	IGHV3-9 289 19 
SRR1298742.7082	IGHV1-2 292 16 
SRR1298742.2404	IGHV4-34 293 16 
SRR1298742.8914	IGHV3-49 297 0 
SRR1298742.6957	IGHV6-1 304 7 
SRR1298742.5808	IGHV1-46 296 14 
SRR1298742.5783	IGHV1-2 292 16 
SRR1298742.1512	IGHV1-2 292 16 
SRR1298742.345	IGHV1-2 292 15 
SRR1298742.5316	IGHV1-18 291 6 
SRR1298742.7915	IGHV1-2 292 16 
SRR1298742.5069	IGHV6-1 304 7 
SRR1298742.4085	IGHV1-8 295 7 
SRR1298742.1529	IGHV4-34 290 28 
SRR1298742.6052	IGHV6-1 304 7 
SRR1298742.8415	IGHV3-49 301 1 
SRR1298742.3992	IGHV1-2 292 17 
SRR1298742.8521	IGHV3-74 290 21 
SRR1298742.314	IGHV4-34 288 21 
SRR1298742.5366	IGHV1-2 292 16 
SRR1298742.5993	IGHV6-1 305 0 
SRR1298742.8647	IGHV3-49 300 2 
SRR1298742.4183	IGHV3-74 290 21 
SRR1298742.4316	IGHV1-2 292 17 
SRR1298742.1756	IGHV1-46 297 15 
SRR1298742.8907	IGHV6-1 304 8 
SRR1298742.5946	IGHV1-46 296 11 
SRR1298742.3478	IGHV4-39 299 18 
SRR1298742.3009	IGHV4-34 288 15 
SRR1298742.2139	IGHV4-34 288 15 
SRR1298742.6077	IGHV1-2 292 16 
SRR1298742.6898	IGHV1-2 292 16 
SRR1298742.8423	IGHV6-1 304 8 
SRR1298742.6041	IGHV1-2 292 16 
SRR1298742.8673	IGHV6-1 304 0 
SRR1298742.3559	IGHV6-1 304 2 
SRR1298742.5762	IGHV6-1 302 7 
SRR1298742.1373	IGHV1-8 295 8 
SRR1298742.8040	IGHV1-8 295 8 
SRR1298742.9191	IGHV6-1 304 7 
SRR1298742.3235	IGHV3-9 298 29 
SRR1298742.4808	IGHV3-74 294 12 
SRR1298742.391	IGHV1-8 295 8 
SRR1298742.2643	IGHV3-74 290 22 
SRR1298742.835	IGHV1-2 292 15 
SRR1298742.1562	IGHV3-74 290 21 
SRR1298742.1368	IGHV1-2 292 16 
SRR1298742.3062	IGHV4-34 288 15 
SRR1298742.6970	IGHV1-8 295 8 
SRR1298742.6623	IGHV4-34 293 15 
SRR1298742.1737	IGHV3-74 290 13 
SRR1298742.993	IGHV1-2 292 17 
SRR1298742.6275	IGHV2-5 269 23 
SRR1298742.768	IGHV1-46 296 11 
SRR1298742.5680	IGHV1-2 292 17 
SRR1298742.1470	IGHV3-74 296 10 
SRR1298742.4286	IGHV1-8 295 7 
SRR1298742.8768	IGHV3-49 300 0 
SRR1298742.9320	IGHV6-1 304 7 
SRR1298742.3990	IGHV2-5 301 27 
SRR1298742.6543	IGHV6-1 304 8 
SRR1298742.1383	IGHV1-2 292 18 
SRR1298742.5144	IGHV3-49 300 1 
SRR1298742.6476	IGHV4-30-4/31 298 22 
SRR1298742.7477	IGHV1-2 292 16 
SRR1298742.7031	IGHV1-2 293 17 
SRR1298742.3147	IGHV1-2 292 18 
SRR1298742.3679	IGHV1-69 290 35 
SRR1298742.3464	IGHV4-30-4/31 298 25 
SRR1298742.9139	IGHV1-2 292 16 
SRR1298742.6733	IGHV4-34 287 33 
SRR1298742.915	IGHV4-39 294 12 IGHV4-59/61 294 13 
SRR1298742.6472	IGHV1-2 292 17 
SRR1298742.4387	IGHV1-2 292 16 
SRR1298742.2207	IGHV6-1 304 7 
SRR1298742.562	IGHV1-8 295 8 
SRR1298742.1898	IGHV6-1 302 8 
SRR1298742.2397	IGHV1-2 292 16 
SRR1298742.6314	IGHV1-8 295 7 
SRR1298742.5936	IGHV2-5 300 12 
SRR1298742.9119	IGHV1-46 296 12 
SRR1298742.9058	IGHV1-2 292 18 
SRR1298742.7974	IGHV6-1 304 8 
SRR1298742.8016	IGHV4-30-4/31 298 23 
SRR1298742.7713	IGHV6-1 304 9 
SRR1298742.3803	IGHV1-46 296 12 
SRR1298742.834	IGHV4-39 299 21 
SRR1298742.2244	IGHV4-59/61 291 11 
SRR1298742.6186	IGHV1-46 293 12 
SRR1298742.9187	IGHV4-34 290 29 
SRR1298742.2584	IGHV1-2 292 18 
SRR1298742.8557	IGHV1-8 296 11 
SRR1298742.258	IGHV1-2 292 16 
SRR1298742.2210	IGHV4-39 301 19 
SRR1298742.689	IGHV4-34 288 15 
SRR1298742.7022	IGHV4-34 293 14 
SRR1298742.6274	IGHV1-8 295 8 
SRR1298742.8374	IGHV1-46 296 11 
SRR1298742.6234	IGHV6-1 304 1 
SRR1298742.3900	IGHV4-34 288 22 
SRR1298742.8285	IGHV4-34 290 16 
SRR1298742.528	IGHV1-8 295 7 
SRR1298742.1485	IGHV1-2 292 17 
SRR1298742.6736	IGHV1-8 295 7 
SRR1298742.236	IGHV1-2 292 16 
SRR1298742.276	IGHV1-2 292 17 
SRR1298742.539	IGHV4-39 294 15 IGHV4-59/61 294 15 IGHV4-59/61 294 16 
SRR1298742.3837	IGHV3-74 290 21 
SRR1298742.7877	IGHV1-8 295 9 
SRR1298742.9248	IGHV3-74 290 13 
SRR1298742.5267	IGHV6-1 178 7 
SRR1298742.3458	IGHV1-8 295 7 
SRR1298742.7618	IGHV3-74 290 23 
SRR1298742.6277	IGHV1-2 292 16 
SRR1298742.6194	IGHV1-46 296 12 
SRR1298742.5569	IGHV4-34 288 15 
SRR1298742.4926	IGHV3-74 290 20 
SRR1298742.394	IGHV1-2 292 16 
SRR1298742.343	IGHV1-2 292 16 
SRR1298742.2791	IGHV6-1 304 8 
SRR1298742.2190	IGHV3-7 296 20 
SRR1298742.1913	IGHV1-2 292 16 
SRR1298742.7917	IGHV6-1 304 7 
SRR1298742.2609	IGHV1-18 291 6 
SRR1298742.8905	IGHV3-49 300 1 
SRR1298742.7239	IGHV1-2 292 17 
SRR1298742.9254	IGHV1-46 296 11 
SRR1298742.1305	IGHV1-2 292 16 
SRR1298742.2480	IGHV1-2 292 17 
SRR1298742.8078	IGHV4-39 299 20 
SRR1298742.5407	IGHV3-74 294 12 
SRR1298742.5776	IGHV4-34 288 16 
